Energiebilanz_ID,Versuchsjahr,Pruefglied_ID,Energieinput,Energieoutput,Energieeffizienz
36,1969,14,33.5288661338293,269.26928,8.03096886501384
37,1969,21,15.6075485633182,230.5808,14.7736717950649
38,1969,22,23.1765832987171,261.85936,11.2984453586174
39,1969,23,30.5046799231429,313.2048,10.2674343998732
40,1969,24,38.2111024352498,287.48412,7.52357565414798
41,1969,31,20.2765749724045,206.08504,10.1637007374506
42,1969,32,27.9238637566288,264.66776,9.47819264220449
43,1969,33,35.1120679411859,284.3958,8.09965965195711
44,1969,34,42.668659760706,267.2132,6.26251683316473
45,1969,41,25.0029859906978,234.06272,9.36139067898058
46,1969,42,32.1970182179482,280.52304,8.71270246521221
47,1969,43,39.0524797914584,274.15472,7.02016162517709
48,1969,44,46.7319105627664,274.34288,5.87056845517852
49,1970,11,5.80915866710246,68.40293,11.7750149238252
50,1970,12,9.31037577655877,115.43143,12.3981494163348
51,1970,13,12.5023507834199,137.42484,10.9919200301312
52,1970,14,16.4346519119835,155.52626,9.46331329881083
53,1970,21,7.62836720812919,77.85836,10.2064252907267
54,1970,22,11.0458932844139,113.79003,10.301568833782
55,1970,23,14.3330867906681,146.04448,10.1893250304663
56,1970,24,18.1754169730524,145.18208,7.98782664602703
57,1970,31,9.40110451789641,85.335,9.07712490990309
58,1970,32,12.8453328199292,130.48889,10.1584670346221
59,1970,33,16.093043936672,160.09512,9.94809438351085
60,1970,34,19.9325236390563,160.54135,8.05424104378992
61,1970,41,11.144632255552,87.41904,7.84404886544821
62,1970,42,14.6085015919702,132.14881,9.04602085080632
63,1970,43,17.8407190163123,154.21913,8.64422167396912
64,1970,44,21.6068345420593,156.16127,7.22740157499799
65,1971,11,13.6745185179077,39.82488,2.91234239420179
66,1971,12,16.7175445617077,55.30488,3.30819396328563
67,1971,13,19.5677131889077,56.16488,2.87028328030881
68,1971,14,22.4151525297077,55.64888,2.48264560886866
69,1971,21,16.3258301917042,45.32888,2.77651301451325
70,1971,22,19.3595749879042,58.05688,2.99887161966489
71,1971,23,22.1988252183042,57.36888,2.58432054110216
72,1971,24,25.0614602983042,58.05688,2.31658009186035
73,1971,31,19.039386663472,58.40088,3.06737191865771
74,1971,32,21.9946965754719,62.52888,2.84290714288512
75,1971,33,24.847879022472,64.42088,2.59261081968964
76,1971,34,27.593981506672,54.27288,1.96683758691646
77,1971,41,21.6328004155137,58.22888,2.6916940424524
78,1971,42,24.6487119277137,68.03288,2.76009879134932
79,1971,43,27.4271255715137,60.12088,2.19202263260291
80,1971,44,30.2181908605137,56.50888,1.87002856196267
81,1972,11,9.99828130409354,161.31579,16.1343520044743
82,1972,12,12.2115762009169,204.536595,16.7494016853159
83,1972,13,14.2530459494674,217.57398,15.2650865486145
84,1972,14,16.1719060756032,221.62716,13.7044550570538
85,1972,21,13.1624928630251,176.544885,13.4127240817683
86,1972,22,15.258553573526,198.354915,12.9995883321569
87,1972,23,17.3813200257801,223.051965,12.832855310711
88,1972,24,19.2799527776507,220.91766,11.4584129197706
89,1972,31,16.3261838963153,194.85321,11.9350125686123
90,1972,32,18.4128912933127,215.388075,11.6976780869947
91,1972,33,20.4382044012596,223.52733,10.9367401172592
92,1972,34,22.3961208917526,233.221035,10.4134566931135
93,1972,41,19.3390633136967,189.17205,9.78186207529613
94,1972,42,21.4938977781408,218.82141,10.1806295097644
95,1972,43,23.4652418287664,221.72907,9.44925569563826
96,1972,44,25.4340556874741,230.732625,9.07179837282625
97,1973,11,13.6443793505618,211.58109,15.5068313892407
98,1973,12,17.6253464174866,308.91462,17.5267261523733
99,1973,13,21.4132730208002,348.15024,16.2586186456325
100,1973,14,24.6521222937982,350.55735,14.2201691936353
101,1973,21,18.2754111138661,265.9382,14.5516945333298
102,1973,22,21.9957373264946,317.18688,14.4203795168047
103,1973,23,25.8022609325904,354.31488,13.7319315127331
104,1973,24,28.7410521164657,334.45471,11.6368290431647
105,1973,31,22.969005054071,299.75022,13.0502047996577
106,1973,32,26.5405649319425,319.02684,12.0203485049423
107,1973,33,30.0915548831408,374.67836,12.451279485392
108,1973,34,32.9238036413808,345.1917,10.4845631981033
109,1973,41,27.1274518822155,338.17698,12.4662272545291
110,1973,42,30.1760657426726,354.56188,11.7497715912849
111,1973,43,33.0683116688903,345.34696,10.4434409430371
112,1973,44,36.1055075900716,387.45788,10.7312680491589
113,1974,11,9.07399984154546,83.23596,9.17301757257068
114,1974,12,10.5872210516976,119.868692,11.3220165532276
115,1974,13,11.9976358731082,153.00303,12.7527649295429
116,1974,14,13.3728454816268,181.4858,13.5712179019302
117,1974,21,10.205648913811,98.048815,9.60730824938663
118,1974,22,11.6640880582818,127.38879,10.9214530414618
119,1974,23,13.0781348244177,161.50026,12.3488755979537
120,1974,24,14.5002636873733,196.558375,13.5555034886132
121,1974,31,11.448028301569,126.8758,11.0827643553791
122,1974,32,12.8511259183776,149.902085,11.6645098610103
123,1974,33,14.2864509421595,187.17685,13.1017038981766
124,1974,34,15.6451376322469,211.6159,13.5259851957984
125,1974,41,12.517593590137,134.43004,10.7392877897811
126,1974,42,14.138865091458,187.0586,13.2301000674384
127,1974,43,15.3835969502143,196.744135,12.7892153985001
128,1974,44,16.7034363284906,216.01136,12.9321509509726
129,1975,11,13.7635844576202,68.01998,4.94202511049662
130,1975,12,16.7667054619077,98.1088,5.85140594393416
131,1975,13,19.3381328379077,103.13464,5.33322637011934
132,1975,14,21.9626872400202,97.68654,4.44784096465193
133,1975,21,16.8851256302931,79.29802,4.69632395614124
134,1975,22,19.7295472904556,94.32093,4.78069408341817
135,1975,23,22.3111454580431,95.41872,4.27672887433943
136,1975,24,24.8277694055556,92.12535,3.71057699526505
137,1975,31,19.978933978373,82.1816,4.11341266200493
138,1975,32,22.9707813296855,105.17886,4.57881072874416
139,1975,33,25.4142502321855,97.6487,3.84228136214439
140,1975,34,27.9742777091855,97.3649,3.48051524376016
141,1975,41,23.2120309883357,101.45162,4.3706481372087
142,1975,42,25.9360383486857,107.32628,4.13811386909207
143,1975,43,28.5619069712857,105.98296,3.71064019312676
144,1975,44,30.9771083903357,96.76892,3.12388486299742
145,1976,11,9.43670829861673,112.06587,11.8755254961549
146,1976,12,11.3701243653224,136.41453,11.9976286641199
147,1976,13,13.1812372261735,141.54039,10.7380200789459
148,1976,14,14.8933435960512,141.57612,9.50599971637914
149,1976,21,12.1263812997332,123.02298,10.1450694118209
150,1976,22,14.0232314185512,141.61185,10.0983750302133
151,1976,23,15.8099762626949,142.65846,9.02331905055518
152,1976,24,17.4934498233773,138.2865,7.90504453931101
153,1976,31,14.7422357132504,129.52389,8.78590551116906
154,1976,32,16.6269632916336,146.17524,8.79145743189031
155,1976,33,18.3789052676834,141.95307,7.7236956136666
156,1976,34,20.0992454743137,143.62935,7.14600705700891
157,1976,41,17.4194196573115,145.51836,8.35380069271833
158,1976,42,19.170354034792,140.77371,7.34330256731365
159,1976,43,20.9323207505354,137.96658,6.59107901337079
160,1976,44,22.6376230453411,137.16417,6.05912421658724
161,1977,11,14.0760762062143,215.81854,15.3322940880869
162,1977,12,18.6105612538672,303.27416,16.2958094526559
163,1977,13,22.9356545418464,348.93738,15.2137528651454
164,1977,14,26.6836276315537,367.37784,13.7679121097302
165,1977,21,17.6262149497539,272.62272,15.4668895606431
166,1977,22,22.3159402106816,343.29749,15.3835100273158
167,1977,23,26.3285642486189,390.16922,14.8192364883879
168,1977,24,29.7791384972001,369.89027,12.4211205785815
169,1977,31,21.6055981818227,335.16812,15.5130220038057
170,1977,32,25.8505316725892,357.90644,13.8452254883217
171,1977,33,29.5573667512277,364.113,12.3188578693289
172,1977,34,33.0637974285443,366.6111,11.0879913534524
173,1977,41,23.5818748217428,352.44126,14.9454300247173
174,1977,42,27.1364809558167,369.52422,13.6172490678381
175,1977,43,30.3653382312201,362.10264,11.9248676646619
176,1977,44,33.8016143592815,365.71542,10.8194660797193
177,1978,11,8.77450382365205,135.752625,15.4712594271226
178,1978,12,10.1716274254329,172.86765,16.995082769918
179,1978,13,11.4209775336519,201.7236375,17.6625544447156
180,1978,14,12.4732492442794,199.10385,15.9624686479599
181,1978,21,10.1457332568762,153.217875,15.1017054283541
182,1978,22,11.5366009540941,190.07548,16.4758650105295
183,1978,23,12.6787255103265,202.6762875,15.9855410809963
184,1978,24,13.6215072327472,183.1469625,13.445425632466
185,1978,31,11.5140317080347,169.0159875,14.6791316704519
186,1978,32,12.8657669351114,201.5648625,15.6667584230768
187,1978,33,13.9256905892743,200.2946625,14.3831044655171
188,1978,34,14.863938327443,180.1302375,12.1186077022016
189,1978,41,12.8936158195461,188.465925,14.6169955455238
190,1978,42,14.1765121755923,210.8532,14.8734186087764
191,1978,43,15.2138470748382,198.90675,13.0740600337022
192,1978,44,16.0758356393467,174.0967875,10.8297193008049
193,1979,11,13.6106883162202,77.72551,5.71062301877654
194,1979,12,16.4373525377202,118.66624,7.21930370037915
195,1979,13,18.9464193285577,132.67048,7.00240386847279
196,1979,14,21.2428919609077,133.31032,6.2755259615934
197,1979,21,15.3183109026693,80.53556,5.25746999859927
198,1979,22,18.1406257552193,124.35256,6.85492119610163
199,1979,23,20.6751624272193,133.39632,6.45200832010784
200,1979,24,22.9434909654693,132.38754,5.77015678212385
201,1979,31,17.0886028923688,96.30882,5.63585101758134
202,1979,32,19.8939260006313,127.82825,6.42549137842092
203,1979,33,22.2945532143688,134.36554,6.0268325948511
204,1979,34,24.6018798971188,129.33024,5.25692510250594
205,1979,41,18.7288209231551,93.66604,5.00117121009991
206,1979,42,21.5202891349051,122.78392,5.70549583373623
207,1979,43,23.9609330307551,131.16548,5.47413908430204
208,1979,44,26.2425177948176,130.92898,4.98919276815185
209,1980,11,9.11075849713869,124.61697,13.6780016767141
210,1980,12,11.045452616048,183.67692,16.629189077606
211,1980,13,12.9390719122299,231.73026,17.9093416878663
212,1980,14,14.4760459341848,236.71005,16.3518443555789
213,1980,21,10.7094751194657,127.56717,11.9116173833891
214,1980,22,12.7106414065999,198.00075,15.5775577066622
215,1980,23,14.5704064999466,238.07547,16.3396587460255
216,1980,24,16.1837126435385,252.16251,15.5812523092887
217,1980,31,12.3789513408682,144.14211,11.6441292990728
218,1980,32,14.3258335141253,205.72458,14.3603916517078
219,1980,33,16.1547961311589,241.18383,14.9295495926941
220,1980,34,17.671544590669,241.55103,13.6689256992026
221,1980,41,14.0736398943961,166.02129,11.7966134735412
222,1980,42,15.9184927734445,209.53242,13.1628303622781
223,1980,43,17.6750899569198,234.63648,13.2749808103884
224,1980,44,19.2949003921781,246.72264,12.7869351479015
225,1981,11,8.30072945122656,63.430805,7.64159407588295
226,1981,12,10.3872790794558,127.480165,12.2727197396798
227,1981,13,12.1913444170042,160.868805,13.1953293662694
228,1981,14,13.8494344009188,170.25979,12.2936276725282
229,1981,21,10.0945789886723,75.995835,7.52838083542459
230,1981,22,12.185689919445,140.419295,11.5232946126365
231,1981,23,13.9410863374256,167.402655,12.0078630135586
232,1981,24,15.6678603957204,185.81074,11.8593563707494
233,1981,31,11.849161995041,85.08066,7.18031030680541
234,1981,32,13.9146015713367,146.10067,10.4998098041814
235,1981,33,15.7159412101468,178.78626,11.3761089844603
236,1981,34,17.3442383630578,184.75079,10.6519978642307
237,1981,41,13.6865165584683,103.768675,7.58181781001062
238,1981,42,15.6417207309548,150.122245,9.59755308141449
239,1981,43,17.4125596918974,179.09672,10.2854906555375
240,1981,44,19.0567786974058,187.11708,9.81892495951965
241,1982,11,13.3787533599069,219.36616,16.3966069258284
242,1982,12,17.2475498792846,296.49072,17.1903094685991
243,1982,13,20.6084601050244,299.97912,14.5561152299227
244,1982,14,23.8774770946824,312.34896,13.0813217309948
245,1982,21,16.9670167607707,251.47866,14.8216191181847
246,1982,22,20.8689276947176,326.51904,15.6461819589633
247,1982,23,24.2092843074599,330.48876,13.6513230132194
248,1982,24,27.4744303909133,328.8915,11.9708214263388
249,1982,31,20.5777737165431,269.67144,13.1049861717161
250,1982,32,24.5268757091365,331.93104,13.533360055164
251,1982,33,27.801608993554,332.83984,11.9719632082147
252,1982,34,31.0341281065531,306.55518,9.87800201595701
253,1982,41,24.5700417602334,280.11184,11.4005439117063
254,1982,42,28.0993401183706,322.14042,11.4643411070495
255,1982,43,31.2340267408674,343.9464,11.0119134767203
256,1982,44,34.574765488362,336.19572,9.72373102901202
257,1983,11,9.60413591764857,81.7019225,8.50695192160541
258,1983,12,11.5198759690322,125.7686175,10.9175322579941
259,1983,13,13.4043703433332,176.6272875,13.1768432963245
260,1983,14,14.9321627779483,177.3494975,11.877013406384
261,1983,21,11.4360976328683,96.5274,8.44058901023823
262,1983,22,12.8918094222835,156.48974,12.1386948002433
263,1983,23,14.0036911173059,179.9943,12.8533469134835
264,1983,24,14.9045400018476,171.3337275,11.4954052576437
265,1983,31,13.2499313392733,110.937365,8.37267470746638
266,1983,32,14.5807985514854,152.8895725,10.4856789537378
267,1983,33,15.7456519767157,184.9100625,11.7435634150584
268,1983,34,16.6752916218101,178.29983,10.6924564825479
269,1983,41,15.0617392598101,124.60647,8.27304654864745
270,1983,42,16.2857963288505,152.497135,9.36381199424981
271,1983,43,17.504168816704,189.86277,10.8467172585091
272,1983,44,18.3353610495922,171.9491675,9.37800826691791
273,1984,11,12.1439596697202,141.95117,11.6890350314603
274,1984,12,15.7082821627077,193.51376,12.3192184858642
275,1984,13,18.4111714801577,200.98974,10.9167273911176
276,1984,14,20.8024648775202,214.46766,10.309723451655
277,1984,21,15.9464654432515,178.8886,11.2180721575329
278,1984,22,18.623233669414,201.52853,10.8213500177997
279,1984,23,21.4498617126015,214.85552,10.0166389358947
280,1984,24,23.885720649814,220.4653,9.23000411970895
281,1984,31,18.9902431942692,184.77272,9.72987644812049
282,1984,32,21.9606965870817,210.55122,9.58763849612385
283,1984,33,24.1618931848817,206.69154,8.55444308185788
284,1984,34,26.8334681048817,211.74447,7.89105862769481
285,1984,41,22.2179957805712,197.87482,8.90606074257308
286,1984,42,25.0137689835712,225.46233,9.01352891473816
287,1984,43,27.3945366569712,219.0463,7.99598484700992
288,1984,44,29.7178548819712,220.1815,7.40906437811486
289,1985,11,9.89900838685707,96.648735,9.7634764233881
290,1985,12,11.8954810598246,165.566985,13.9184774594094
291,1985,13,13.6038340799378,195.514335,14.372002323105
292,1985,14,15.1962252754831,200.57694,13.1991291497634
293,1985,21,11.8107233403755,115.980675,9.81994681083715
294,1985,22,13.6998873015847,167.34138,12.2147997509909
295,1985,23,15.4279741882885,200.3241,12.9844720735965
296,1985,24,17.1139493399574,218.168025,12.747964871593
297,1985,31,13.6984755582235,141.1518,10.3041976751394
298,1985,32,15.5390041469771,186.58689,12.0076478669515
299,1985,33,17.2575911447489,214.018095,12.4013886529651
300,1985,34,18.8903386369573,222.908775,11.80014711668
301,1985,41,15.4544772328592,155.12637,10.0376329566277
302,1985,42,17.2659368107223,193.972785,11.2344199522114
303,1985,43,18.9262228737981,211.805745,11.1911260060891
304,1985,44,20.5648539192652,219.76182,10.686281597854
305,1986,11,9.293049090684,85.18386,9.16640589851121
306,1986,12,11.899128380037,167.084455,14.0417389966407
307,1986,13,14.1198826315858,204.607115,14.4907093308481
308,1986,14,16.0558134176255,200.935345,12.5148031914359
309,1986,21,10.5814272258212,90.19594,8.52398623315205
310,1986,22,13.2806052339257,183.927555,13.8493353096704
311,1986,23,15.4530330047306,215.34916,13.9357212227577
312,1986,24,17.3766860450151,210.507575,12.1143683240101
313,1986,31,12.0864291616967,124.794815,10.325201375067
314,1986,32,14.58634667402,191.84665,13.1524811721157
315,1986,33,16.8452062312531,235.946805,14.006762622012
316,1986,34,18.7175979007933,223.715885,11.9521685520618
317,1986,41,13.4837245730459,143.763835,10.662026966005
318,1986,42,15.9991587624297,213.85061,13.366365893073
319,1986,43,18.0398628054146,229.06917,12.697944129112
320,1986,44,19.7898665323551,200.372905,10.1250255868276
321,1987,11,15.0870698681657,205.45544,13.6179816091075
322,1987,12,19.144492437794,287.90647,15.0386055381458
323,1987,13,22.9706725288356,325.13948,14.1545476995436
324,1987,14,26.5851426274701,331.22118,12.4588829423
325,1987,21,18.6941883828195,245.00214,13.1057917563922
326,1987,22,22.594860671754,303.31148,13.4239145974983
327,1987,23,26.3033507029397,328.70364,12.4966451503558
328,1987,24,29.953053810417,334.88868,11.1804519872873
329,1987,31,22.1553580887026,261.05706,11.7830214684328
330,1987,32,26.1604841583243,323.87171,12.3801879215964
331,1987,33,29.7705800535579,348.72344,11.7136931619283
332,1987,34,33.4614912232309,361.83196,10.8133841850059
333,1987,41,25.8228941023292,290.25288,11.2401374861317
334,1987,42,29.2831715077064,329.2304,11.2429898487381
335,1987,43,32.3668254274432,350.37664,10.825177797725
336,1987,44,35.6554532471379,368.27772,10.3287908709886
337,1988,11,8.92823583973645,63.55153,7.11803889825069
338,1988,12,9.87328774899713,79.76804,8.07917707129546
339,1988,13,10.6989487794125,88.772285,8.29729040023265
340,1988,14,11.5604099834289,102.589735,8.87422981944897
341,1988,21,10.2803907343212,72.493595,7.05163810145654
342,1988,22,11.2825596294435,96.498945,8.55293020106645
343,1988,23,12.102577480709,105.21381,8.69350435208588
344,1988,24,12.9101816592579,111.77334,8.65776663334923
345,1988,31,11.6768417818236,89.4509525,7.66054333623335
346,1988,32,12.6314052700604,106.9893,8.47010270928377
347,1988,33,13.4637975007668,117.3145925,8.71333607723371
348,1988,34,14.2714848645209,123.407935,8.64716854423425
349,1988,41,13.0416842808565,100.37462,7.69644609073517
350,1988,42,13.9457135890351,110.070205,7.89276248198179
351,1988,43,14.8278017468159,127.17045,8.57648707282647
352,1988,44,15.5761511455547,124.92864,8.02050768720572
353,1989,11,14.5415043626202,58.71263,4.03758982123778
354,1989,12,17.7108705852202,85.44014,4.82416375800861
355,1989,13,19.2102373897202,95.37271,4.96468149066372
356,1989,14,21.2655088226202,84.97058,3.99569936034714
357,1989,21,15.7001551193656,71.89213,4.57907131830333
358,1989,22,18.8145235470656,89.15663,4.73871314237482
359,1989,23,20.315676847553,90.8332,4.47108903540866
360,1989,24,22.4124324145531,92.15588,4.11181964971194
361,1989,31,16.7880606737299,78.84738,4.69663420524688
362,1989,32,19.9572546275924,95.40496,4.78046513813054
363,1989,33,21.4044396057924,96.82912,4.52378673692519
364,1989,34,23.5051531297924,103.05982,4.38456279909843
365,1989,41,17.8816979597492,81.88576,4.57930562211266
366,1989,42,21.0280679652492,99.6568,4.73922759640552
367,1989,43,22.4589393346867,104.38938,4.64801023968108
368,1989,44,24.5340287546867,100.08938,4.07961452237558
369,1990,11,10.2098288563879,181.145025,17.7422195364875
370,1990,12,12.0992620050032,258.806895,21.3903042097096
371,1990,13,13.7114135789303,289.89912,21.1429053854429
372,1990,14,15.2277548194083,287.531325,18.8820563773151
373,1990,21,12.6821313277082,235.74105,18.5884410047818
374,1990,22,14.4312796738108,286.56189,19.8569978877229
375,1990,23,16.0126513924951,299.21421,18.6861127908047
376,1990,24,17.4470964020274,290.01006,16.6222535439364
377,1990,31,14.9955204598793,261.895155,17.4648926458207
378,1990,32,16.79689294492,310.239195,18.470034667562
379,1990,33,18.2690724715038,302.68173,16.5679856200759
380,1990,34,19.7196574310653,297.730065,15.0981357582294
381,1990,41,17.2709866682934,279.937095,16.2085178094612
382,1990,42,18.8821917516308,294.552795,15.5995023710402
383,1990,43,20.344408486608,285.024855,14.0099848657493
384,1990,44,21.7809890251121,275.79555,12.6622142677738
385,1991,11,8.71464480773294,56.21906,6.45110170756633
386,1991,12,11.336241964037,158.01726,13.939122021327
387,1991,13,13.6760176045163,220.44509,16.119099607418
388,1991,14,15.8180553629298,267.7481,16.9267393403792
389,1991,21,11.2153008323594,82.75393,7.37866342035434
390,1991,22,13.927542505365,195.96562,14.070365961871
391,1991,23,16.0835996216588,234.122745,14.5566136006471
392,1991,24,18.1326789213115,269.83145,14.8809478826025
393,1991,31,13.6809769669553,106.591625,7.79122903703873
394,1991,32,16.4806235415229,229.8006,13.9436835882464
395,1991,33,18.6722129783611,273.562345,14.6507725311952
396,1991,34,20.5144079392029,282.57149,13.7742941856981
397,1991,41,16.434310956463,166.057615,10.1043247532502
398,1991,42,18.9116415313303,246.64456,13.0419434818174
399,1991,43,20.9483764962849,270.9086,12.9322002613445
400,1991,44,22.8002803117775,283.044275,12.4140699644729
401,1992,11,13.5808077978177,269.5919,19.8509473084009
402,1992,12,17.1933735190762,327.289,19.035763960858
403,1992,13,20.4741863441521,347.5244,16.973783190132
404,1992,14,23.327335446168,335.8139,14.3957247399709
405,1992,21,17.6151161666901,320.0534,18.16924719493
406,1992,22,21.0385912141685,372.8005,17.7198414192741
407,1992,23,24.21116239512,368.854,15.2348736496165
408,1992,24,27.276855592696,371.9718,13.6369017585592
409,1992,31,21.3993068393904,345.5866,16.149429633107
410,1992,32,24.8713712656654,375.3605,15.09207095944
411,1992,33,27.9703540980028,375.1976,13.414116914122
412,1992,34,30.860783486473,357.5652,11.5863941094279
413,1992,41,25.3103090769868,370.0512,14.6205721500441
414,1992,42,28.4332608329839,377.3457,13.2712776848395
415,1992,43,31.3600776775807,368.8671,11.762314615174
416,1992,44,34.3918808591754,377.9184,10.9885935447225
417,1993,11,8.78297038218283,75.7132025,8.62045517694015
418,1993,12,9.71818137578504,97.281385,10.0102458719692
419,1993,13,10.5409612736831,113.81108,10.7970304647779
420,1993,14,11.2961637607206,120.3111425,10.6506195420387
421,1993,21,10.4882742160392,96.208825,9.17298909413263
422,1993,22,11.3824545003466,112.714325,9.90246216196761
423,1993,23,12.2164837901779,131.1089275,10.7321328912508
424,1993,24,12.9396659709759,132.7441575,10.2587004794212
425,1993,31,12.1965217819786,117.57816,9.64030254705335
426,1993,32,13.0663511546372,130.58921,9.99431351985779
427,1993,33,13.841384819438,140.3046575,10.136605500843
428,1993,34,14.5309609308153,136.94974,9.42468572120207
429,1993,41,13.8548655687377,132.0672475,9.53219263260107
430,1993,42,14.6706656033458,137.4122875,9.36646579066336
431,1993,43,15.4041355085809,140.39151,9.11388438006112
432,1993,44,16.0639275667225,132.5354825,8.25050299495599
433,1994,11,14.4115307577202,50.01588,3.47054597050398
434,1994,12,17.2955129129077,96.15488,5.55952751931626
435,1994,13,19.4965507001202,100.28288,5.14362163556355
436,1994,14,21.8468963627077,107.37788,4.91501759413718
437,1994,21,16.342191682166,53.58488,3.27892861876516
438,1994,22,19.0694277990035,91.25288,4.785297228728
439,1994,23,21.480474786166,103.72288,4.82870518610699
440,1994,24,24.0171715314035,115.33288,4.80210085726362
441,1994,31,18.3546890086052,73.10688,3.98300837272293
442,1994,32,21.0199792134677,94.34888,4.4885334586606
443,1994,33,23.4438528890677,105.05588,4.48116956274664
444,1994,34,25.9023412884677,127.71688,4.93070794557334
445,1994,41,20.322029059202,85.36188,4.20046048312027
446,1994,42,22.9480070262395,100.71288,4.38874190184976
447,1994,43,25.221041566102,107.29188,4.25406221701027
448,1994,44,27.7025704470395,122.90088,4.43644318980999
449,1995,11,10.1224465231379,154.832145174885,15.2959212796006
450,1995,12,11.9543460585953,217.121277491017,18.1625390821697
451,1995,13,13.6479078366123,256.671974749675,18.806690213801
452,1995,14,15.0022552957161,240.884739975919,16.0565685110494
453,1995,21,12.7771396605236,194.36763421005,15.2121397569576
454,1995,22,14.5365384575822,243.704301771352,16.764947341658
455,1995,23,16.197182501901,273.051533079724,16.8579648372596
456,1995,24,17.4842172108323,244.78952335022,14.0005995349086
457,1995,31,15.3554738527428,228.193522728292,14.8607281622594
458,1995,32,17.0180767691687,258.159349321269,15.169713524208
459,1995,33,18.6599953349121,282.489522660529,15.1387777751478
460,1995,34,19.882942699685,241.160182643864,12.1289985233264
461,1995,41,17.8675971199706,260.693225425115,14.5902789096211
462,1995,42,19.5102011519381,287.172196617963,14.7190792335545
463,1995,43,21.0427719279011,289.243266553757,13.7454926349433
464,1995,44,22.3590219679415,260.864467291039,11.6670786255798
465,1996,11,9.03504668969404,58.999139175,6.53003146539334
466,1996,12,11.3690956482749,117.22616055,10.3109485729225
467,1996,13,13.4476063698125,143.4075576,10.6641697902405
468,1996,14,15.3137341560222,159.4305803,10.4109538977013
469,1996,21,10.5476506474931,69.3897939,6.57869664241224
470,1996,22,12.908097848032,134.1439014,10.3922284274017
471,1996,23,14.9504592612793,154.490219,10.3334764705269
472,1996,24,16.8258346634104,169.8336947,10.0936267411044
473,1996,31,12.1317996426726,90.99599175,7.50061775088416
474,1996,32,14.3729223280663,137.8161838,9.58859866172681
475,1996,33,16.3951889024922,163.10127185,9.94811787897162
476,1996,34,18.2080664077731,164.2533984,9.02091384782516
477,1996,41,13.5678766718422,93.12761875,6.86383146032501
478,1996,42,15.8586152197127,150.69420885,9.50235608609021
479,1996,43,17.8220863114671,168.3862317,9.44817732094905
480,1996,44,19.5697194790895,162.230801175,8.28988894543665
481,1997,11,14.2192185844723,253.523304,17.8296228090095
482,1997,12,17.6026184235201,310.778528,17.6552442666568
483,1997,13,20.7749023381139,303.358672,14.6021707858262
484,1997,14,23.774923737561,296.480826,12.4703165937648
485,1997,21,18.0969707813183,303.817722,16.7883191983509
486,1997,22,21.3903276479737,329.3476,15.3970339033679
487,1997,23,24.5359386204372,337.355852,13.7494577737083
488,1997,24,27.5427219060939,339.35209,12.320935133318
489,1997,31,22.1097278075627,346.723444,15.6819408641206
490,1997,32,25.2684228107382,350.06452,13.8538334039287
491,1997,33,28.3220725319481,330.11883,11.6558853391685
492,1997,34,31.2745906167414,350.124912,11.1951876937624
493,1997,41,25.7833383996915,364.07769,14.1206574709641
494,1997,42,28.8749140085311,336.839108,11.6654583941092
495,1997,43,31.9007365137279,345.429136,10.8282495562869
496,1997,44,34.8274090253801,347.45615,9.97651446729199
497,1998,11,8.8577018978914,74.511905,8.41210348450965
