Bodenbearbeitung_ID,Versuchsjahr,Termin,Parzelle_ID,Tiefe,Technik_ID,Bodenbearbeitung_Massnahme_ID,Bemerkungen_ID
786,1991,19900829,18,,1,12,
787,1991,19900829,19,,1,12,
788,1991,19900829,20,,1,12,
789,1991,19900829,21,,1,12,
790,1991,19900829,22,,1,12,
791,1991,19900829,23,,1,12,
792,1991,19900829,24,,1,12,
793,1991,19900829,25,,1,12,
794,1991,19900829,26,,1,12,
795,1991,19900829,27,,1,12,
796,1991,19900829,28,,1,12,
797,1991,19900829,29,,1,12,
798,1991,19900829,30,,1,12,
799,1991,19900829,31,,1,12,
800,1991,19900829,32,,1,12,
801,1991,19900829,33,,1,12,
802,1991,19900829,34,,1,12,
803,1991,19900829,35,,1,12,
804,1991,19900829,36,,1,12,
805,1991,19900829,37,,1,12,
806,1991,19900829,38,,1,12,
807,1991,19900829,39,,1,12,
808,1991,19900829,40,,1,12,
809,1991,19900829,41,,1,12,
810,1991,19900829,42,,1,12,
811,1991,19900829,43,,1,12,
812,1991,19900829,44,,1,12,
813,1991,19900829,45,,1,12,
814,1991,19900829,46,,1,12,
815,1991,19900829,47,,1,12,
816,1991,19900829,48,,1,12,
817,1991,19900829,49,,1,12,
818,1991,19900829,50,,1,12,
819,1991,19900829,51,,1,12,
820,1991,19900829,52,,1,12,
821,1991,19900829,53,,1,12,
822,1991,19900829,54,,1,12,
823,1991,19900829,55,,1,12,
824,1991,19900829,56,,1,12,
825,1991,19900829,57,,1,12,
826,1991,19900829,58,,1,12,
827,1991,19900829,59,,1,12,
828,1991,19900829,60,,1,12,
829,1991,19900829,61,,1,12,
830,1991,19900829,62,,1,12,
831,1991,19900829,63,,1,12,
832,1991,19900829,64,,1,12,
833,1991,19900913,1,25,2,8,
834,1991,19900913,2,25,2,8,
835,1991,19900913,3,25,2,8,
836,1991,19900913,4,25,2,8,
837,1991,19900913,5,25,2,8,
838,1991,19900913,6,25,2,8,
839,1991,19900913,7,25,2,8,
840,1991,19900913,8,25,2,8,
841,1991,19900913,9,25,2,8,
842,1991,19900913,10,25,2,8,
843,1991,19900913,11,25,2,8,
844,1991,19900913,12,25,2,8,
845,1991,19900913,13,25,2,8,
846,1991,19900913,14,25,2,8,
847,1991,19900913,15,25,2,8,
848,1991,19900913,16,25,2,8,
849,1991,19900913,17,25,2,8,
850,1991,19900913,18,25,2,8,
851,1991,19900913,19,25,2,8,
852,1991,19900913,20,25,2,8,
853,1991,19900913,21,25,2,8,
854,1991,19900913,22,25,2,8,
855,1991,19900913,23,25,2,8,
856,1991,19900913,24,25,2,8,
857,1991,19900913,25,25,2,8,
858,1991,19900913,26,25,2,8,
859,1991,19900913,27,25,2,8,
860,1991,19900913,28,25,2,8,
861,1991,19900913,29,25,2,8,
862,1991,19900913,30,25,2,8,
863,1991,19900913,31,25,2,8,
864,1991,19900913,32,25,2,8,
865,1991,19900913,33,25,2,8,
866,1991,19900913,34,25,2,8,
867,1991,19900913,35,25,2,8,
868,1991,19900913,36,25,2,8,
869,1991,19900913,37,25,2,8,
870,1991,19900913,38,25,2,8,
871,1991,19900913,39,25,2,8,
872,1991,19900913,40,25,2,8,
873,1991,19900913,41,25,2,8,
874,1991,19900913,42,25,2,8,
875,1991,19900913,43,25,2,8,
876,1991,19900913,44,25,2,8,
877,1991,19900913,45,25,2,8,
878,1991,19900913,46,25,2,8,
879,1991,19900913,47,25,2,8,
880,1991,19900913,48,25,2,8,
881,1991,19900913,49,25,2,8,
882,1991,19900913,50,25,2,8,
883,1991,19900913,51,25,2,8,
884,1991,19900913,52,25,2,8,
885,1991,19900913,53,25,2,8,
886,1991,19900913,54,25,2,8,
887,1991,19900913,55,25,2,8,
888,1991,19900913,56,25,2,8,
889,1991,19900913,57,25,2,8,
890,1991,19900913,58,25,2,8,
891,1991,19900913,59,25,2,8,
892,1991,19900913,60,25,2,8,
893,1991,19900913,61,25,2,8,
894,1991,19900913,62,25,2,8,
895,1991,19900913,63,25,2,8,
896,1991,19900913,64,25,2,8,
897,1991,19900925,1,,6,7,
898,1991,19900925,2,,6,7,
899,1991,19900925,3,,6,7,
900,1991,19900925,4,,6,7,
901,1991,19900925,5,,6,7,
902,1991,19900925,6,,6,7,
903,1991,19900925,7,,6,7,
904,1991,19900925,8,,6,7,
905,1991,19900925,9,,6,7,
906,1991,19900925,10,,6,7,
907,1991,19900925,11,,6,7,
908,1991,19900925,12,,6,7,
909,1991,19900925,13,,6,7,
910,1991,19900925,14,,6,7,
911,1991,19900925,15,,6,7,
912,1991,19900925,16,,6,7,
913,1991,19900925,17,,6,7,
914,1991,19900925,18,,6,7,
915,1991,19900925,19,,6,7,
916,1991,19900925,20,,6,7,
917,1991,19900925,21,,6,7,
918,1991,19900925,22,,6,7,
919,1991,19900925,23,,6,7,
920,1991,19900925,24,,6,7,
921,1991,19900925,25,,6,7,
922,1991,19900925,26,,6,7,
923,1991,19900925,27,,6,7,
924,1991,19900925,28,,6,7,
925,1991,19900925,29,,6,7,
926,1991,19900925,30,,6,7,
927,1991,19900925,31,,6,7,
928,1991,19900925,32,,6,7,
929,1991,19900925,33,,6,7,
930,1991,19900925,34,,6,7,
931,1991,19900925,35,,6,7,
932,1991,19900925,36,,6,7,
933,1991,19900925,37,,6,7,
934,1991,19900925,38,,6,7,
935,1991,19900925,39,,6,7,
936,1991,19900925,40,,6,7,
937,1991,19900925,41,,6,7,
938,1991,19900925,42,,6,7,
939,1991,19900925,43,,6,7,
940,1991,19900925,44,,6,7,
941,1991,19900925,45,,6,7,
942,1991,19900925,46,,6,7,
943,1991,19900925,47,,6,7,
944,1991,19900925,48,,6,7,
945,1991,19900925,49,,6,7,
946,1991,19900925,50,,6,7,
947,1991,19900925,51,,6,7,
948,1991,19900925,52,,6,7,
949,1991,19900925,53,,6,7,
950,1991,19900925,54,,6,7,
951,1991,19900925,55,,6,7,
952,1991,19900925,56,,6,7,
953,1991,19900925,57,,6,7,
954,1991,19900925,58,,6,7,
955,1991,19900925,59,,6,7,
956,1991,19900925,60,,6,7,
957,1991,19900925,61,,6,7,
958,1991,19900925,62,,6,7,
959,1991,19900925,63,,6,7,
960,1991,19900925,64,,6,7,
961,1992,19910819,1,,1,12,18
962,1992,19910819,2,,1,12,18
963,1992,19910819,3,,1,12,18
964,1992,19910819,4,,1,12,18
965,1992,19910819,5,,1,12,18
966,1992,19910819,6,,1,12,18
967,1992,19910819,7,,1,12,18
968,1992,19910819,8,,1,12,18
969,1992,19910819,9,,1,12,18
970,1992,19910819,10,,1,12,18
971,1992,19910819,11,,1,12,18
972,1992,19910819,12,,1,12,18
973,1992,19910819,13,,1,12,18
974,1992,19910819,14,,1,12,18
975,1992,19910819,15,,1,12,18
976,1992,19910819,16,,1,12,18
977,1992,19910819,17,,1,12,18
978,1992,19910819,18,,1,12,18
979,1992,19910819,19,,1,12,18
980,1992,19910819,20,,1,12,18
981,1992,19910819,21,,1,12,18
982,1992,19910819,22,,1,12,18
983,1992,19910819,23,,1,12,18
984,1992,19910819,24,,1,12,18
985,1992,19910819,25,,1,12,18
986,1992,19910819,26,,1,12,18
987,1992,19910819,27,,1,12,18
988,1992,19910819,28,,1,12,18
989,1992,19910819,29,,1,12,18
990,1992,19910819,30,,1,12,18
991,1992,19910819,31,,1,12,18
992,1992,19910819,32,,1,12,18
993,1992,19910819,33,,1,12,18
994,1992,19910819,34,,1,12,18
995,1992,19910819,35,,1,12,18
996,1992,19910819,36,,1,12,18
997,1992,19910819,37,,1,12,18
998,1992,19910819,38,,1,12,18
999,1992,19910819,39,,1,12,18
1000,1992,19910819,40,,1,12,18
1001,1992,19910819,41,,1,12,18
1002,1992,19910819,42,,1,12,18
1003,1992,19910819,43,,1,12,18
1004,1992,19910819,44,,1,12,18
1005,1992,19910819,45,,1,12,18
1006,1992,19910819,46,,1,12,18
1007,1992,19910819,47,,1,12,18
1008,1992,19910819,48,,1,12,18
1009,1992,19910819,49,,1,12,18
1010,1992,19910819,50,,1,12,18
1011,1992,19910819,51,,1,12,18
1012,1992,19910819,52,,1,12,18
1013,1992,19910819,53,,1,12,18
1014,1992,19910819,54,,1,12,18
1015,1992,19910819,55,,1,12,18
1016,1992,19910819,56,,1,12,18
1017,1992,19910819,57,,1,12,18
1018,1992,19910819,58,,1,12,18
1019,1992,19910819,59,,1,12,18
1020,1992,19910819,60,,1,12,18
1021,1992,19910819,61,,1,12,18
1022,1992,19910819,62,,1,12,18
1023,1992,19910819,63,,1,12,18
1024,1992,19910819,64,,1,12,18
1025,1992,19911105,1,22,2,1,
1026,1992,19911105,2,22,2,1,
1027,1992,19911105,3,22,2,1,
1028,1992,19911105,4,22,2,1,
1029,1992,19911105,5,22,2,1,
1030,1992,19911105,6,22,2,1,
1031,1992,19911105,7,22,2,1,
1032,1992,19911105,8,22,2,1,
1033,1992,19911105,9,22,2,1,
1034,1992,19911105,10,22,2,1,
1035,1992,19911105,11,22,2,1,
1036,1992,19911105,12,22,2,1,
1037,1992,19911105,13,22,2,1,
1038,1992,19911105,14,22,2,1,
1039,1992,19911105,15,22,2,1,
1040,1992,19911105,16,22,2,1,
1041,1992,19911105,17,22,2,1,
1042,1992,19911105,18,22,2,1,
1043,1992,19911105,19,22,2,1,
1044,1992,19911105,20,22,2,1,
1045,1992,19911105,21,22,2,1,
1046,1992,19911105,22,22,2,1,
1047,1992,19911105,23,22,2,1,
1048,1992,19911105,24,22,2,1,
1049,1992,19911105,25,22,2,1,
1050,1992,19911105,26,22,2,1,
1051,1992,19911105,27,22,2,1,
1052,1992,19911105,28,22,2,1,
1053,1992,19911105,29,22,2,1,
1054,1992,19911105,30,22,2,1,
1055,1992,19911105,31,22,2,1,
1056,1992,19911105,32,22,2,1,
1057,1992,19911105,33,22,2,1,
1058,1992,19911105,34,22,2,1,
1059,1992,19911105,35,22,2,1,
1060,1992,19911105,36,22,2,1,
1061,1992,19911105,37,22,2,1,
1062,1992,19911105,38,22,2,1,
1063,1992,19911105,39,22,2,1,
1064,1992,19911105,40,22,2,1,
1065,1992,19911105,41,22,2,1,
1066,1992,19911105,42,22,2,1,
1067,1992,19911105,43,22,2,1,
1068,1992,19911105,44,22,2,1,
1069,1992,19911105,45,22,2,1,
1070,1992,19911105,46,22,2,1,
1071,1992,19911105,47,22,2,1,
1072,1992,19911105,48,22,2,1,
1073,1992,19911105,49,22,2,1,
1074,1992,19911105,50,22,2,1,
1075,1992,19911105,51,22,2,1,
1076,1992,19911105,52,22,2,1,
1077,1992,19911105,53,22,2,1,
1078,1992,19911105,54,22,2,1,
1079,1992,19911105,55,22,2,1,
1080,1992,19911105,56,22,2,1,
1081,1992,19911105,57,22,2,1,
1082,1992,19911105,58,22,2,1,
1083,1992,19911105,59,22,2,1,
1084,1992,19911105,60,22,2,1,
1085,1992,19911105,61,22,2,1,
1086,1992,19911105,62,22,2,1,
1087,1992,19911105,63,22,2,1,
1088,1992,19911105,64,22,2,1,
1089,1992,19920416,1,,6,7,
1090,1992,19920416,2,,6,7,
1091,1992,19920416,3,,6,7,
1092,1992,19920416,4,,6,7,
1093,1992,19920416,5,,6,7,
1094,1992,19920416,6,,6,7,
1095,1992,19920416,7,,6,7,
1096,1992,19920416,8,,6,7,
1097,1992,19920416,9,,6,7,
1098,1992,19920416,10,,6,7,
1099,1992,19920416,11,,6,7,
1100,1992,19920416,12,,6,7,
1101,1992,19920416,13,,6,7,
1102,1992,19920416,14,,6,7,
1103,1992,19920416,15,,6,7,
1104,1992,19920416,16,,6,7,
1105,1992,19920416,17,,6,7,
1106,1992,19920416,18,,6,7,
1107,1992,19920416,19,,6,7,
1108,1992,19920416,20,,6,7,
1109,1992,19920416,21,,6,7,
1110,1992,19920416,22,,6,7,
1111,1992,19920416,23,,6,7,
1112,1992,19920416,24,,6,7,
1113,1992,19920416,25,,6,7,
1114,1992,19920416,26,,6,7,
1115,1992,19920416,27,,6,7,
1116,1992,19920416,28,,6,7,
1117,1992,19920416,29,,6,7,
1118,1992,19920416,30,,6,7,
1119,1992,19920416,31,,6,7,
1120,1992,19920416,32,,6,7,
1121,1992,19920416,33,,6,7,
1122,1992,19920416,34,,6,7,
1123,1992,19920416,35,,6,7,
1124,1992,19920416,36,,6,7,
1125,1992,19920416,37,,6,7,
1126,1992,19920416,38,,6,7,
1127,1992,19920416,39,,6,7,
1128,1992,19920416,40,,6,7,
1129,1992,19920416,41,,6,7,
1130,1992,19920416,42,,6,7,
1131,1992,19920416,43,,6,7,
1132,1992,19920416,44,,6,7,
1133,1992,19920416,45,,6,7,
1134,1992,19920416,46,,6,7,
1135,1992,19920416,47,,6,7,
1136,1992,19920416,48,,6,7,
1137,1992,19920416,49,,6,7,
1138,1992,19920416,50,,6,7,
1139,1992,19920416,51,,6,7,
1140,1992,19920416,52,,6,7,
1141,1992,19920416,53,,6,7,
1142,1992,19920416,54,,6,7,
1143,1992,19920416,55,,6,7,
1144,1992,19920416,56,,6,7,
1145,1992,19920416,57,,6,7,
1146,1992,19920416,58,,6,7,
1147,1992,19920416,59,,6,7,
1148,1992,19920416,60,,6,7,
1149,1992,19920416,61,,6,7,
1150,1992,19920416,62,,6,7,
1151,1992,19920416,63,,6,7,
1152,1992,19920416,64,,6,7,
1153,1993,19921120,1,25,2,1,
1154,1993,19921120,2,25,2,1,
1155,1993,19921120,3,25,2,1,
1156,1993,19921120,4,25,2,1,
1157,1993,19921120,5,25,2,1,
1158,1993,19921120,6,25,2,1,
1159,1993,19921120,7,25,2,1,
1160,1993,19921120,8,25,2,1,
1161,1993,19921120,9,25,2,1,
1162,1993,19921120,10,25,2,1,
1163,1993,19921120,11,25,2,1,
1164,1993,19921120,12,25,2,1,
1165,1993,19921120,13,25,2,1,
1166,1993,19921120,14,25,2,1,
1167,1993,19921120,15,25,2,1,
1168,1993,19921120,16,25,2,1,
1169,1993,19921120,17,25,2,1,
1170,1993,19921120,18,25,2,1,
1171,1993,19921120,19,25,2,1,
1172,1993,19921120,20,25,2,1,
1173,1993,19921120,21,25,2,1,
1174,1993,19921120,22,25,2,1,
1175,1993,19921120,23,25,2,1,
1176,1993,19921120,24,25,2,1,
1177,1993,19921120,25,25,2,1,
1178,1993,19921120,26,25,2,1,
1179,1993,19921120,27,25,2,1,
1180,1993,19921120,28,25,2,1,
1181,1993,19921120,29,25,2,1,
1182,1993,19921120,30,25,2,1,
1183,1993,19921120,31,25,2,1,
1184,1993,19921120,32,25,2,1,
1185,1993,19921120,33,25,2,1,
1186,1993,19921120,34,25,2,1,
1187,1993,19921120,35,25,2,1,
1188,1993,19921120,36,25,2,1,
1189,1993,19921120,37,25,2,1,
1190,1993,19921120,38,25,2,1,
1191,1993,19921120,39,25,2,1,
1192,1993,19921120,40,25,2,1,
1193,1993,19921120,41,25,2,1,
1194,1993,19921120,42,25,2,1,
1195,1993,19921120,43,25,2,1,
1196,1993,19921120,44,25,2,1,
1197,1993,19921120,45,25,2,1,
1198,1993,19921120,46,25,2,1,
1199,1993,19921120,47,25,2,1,
1200,1993,19921120,48,25,2,1,
1201,1993,19921120,49,25,2,1,
1202,1993,19921120,50,25,2,1,
1203,1993,19921120,51,25,2,1,
1204,1993,19921120,52,25,2,1,
1205,1993,19921120,53,25,2,1,
1206,1993,19921120,54,25,2,1,
1207,1993,19921120,55,25,2,1,
1208,1993,19921120,56,25,2,1,
1209,1993,19921120,57,25,2,1,
1210,1993,19921120,58,25,2,1,
1211,1993,19921120,59,25,2,1,
1212,1993,19921120,60,25,2,1,
1213,1993,19921120,61,25,2,1,
1214,1993,19921120,62,25,2,1,
1215,1993,19921120,63,25,2,1,
1216,1993,19921120,64,25,2,1,
1217,1993,19930323,1,,4,13,
1218,1993,19930323,2,,4,13,
1219,1993,19930323,3,,4,13,
1220,1993,19930323,4,,4,13,
1221,1993,19930323,5,,4,13,
1222,1993,19930323,6,,4,13,
1223,1993,19930323,7,,4,13,
1224,1993,19930323,8,,4,13,
1225,1993,19930323,9,,4,13,
1226,1993,19930323,10,,4,13,
1227,1993,19930323,11,,4,13,
1228,1993,19930323,12,,4,13,
1229,1993,19930323,13,,4,13,
1230,1993,19930323,14,,4,13,
1231,1993,19930323,15,,4,13,
1232,1993,19930323,16,,4,13,
1233,1993,19930323,17,,4,13,
1234,1993,19930323,18,,4,13,
1235,1993,19930323,19,,4,13,
1236,1993,19930323,20,,4,13,
1237,1993,19930323,21,,4,13,
1238,1993,19930323,22,,4,13,
1239,1993,19930323,23,,4,13,
1240,1993,19930323,24,,4,13,
1241,1993,19930323,25,,4,13,
1242,1993,19930323,26,,4,13,
1243,1993,19930323,27,,4,13,
1244,1993,19930323,28,,4,13,
1245,1993,19930323,29,,4,13,
1246,1993,19930323,30,,4,13,
1247,1993,19930323,31,,4,13,
1248,1993,19930323,32,,4,13,
1249,1993,19930323,33,,4,13,
1250,1993,19930323,34,,4,13,
1251,1993,19930323,35,,4,13,
1252,1993,19930323,36,,4,13,
1253,1993,19930323,37,,4,13,
1254,1993,19930323,38,,4,13,
1255,1993,19930323,39,,4,13,
1256,1993,19930323,40,,4,13,
1257,1993,19930323,41,,4,13,
1258,1993,19930323,42,,4,13,
1259,1993,19930323,43,,4,13,
1260,1993,19930323,44,,4,13,
1261,1993,19930323,45,,4,13,
1262,1993,19930323,46,,4,13,
1263,1993,19930323,47,,4,13,
1264,1993,19930323,48,,4,13,
1265,1993,19930323,49,,4,13,
1266,1993,19930323,50,,4,13,
1267,1993,19930323,51,,4,13,
1268,1993,19930323,52,,4,13,
1269,1993,19930323,53,,4,13,
1270,1993,19930323,54,,4,13,
1271,1993,19930323,55,,4,13,
1272,1993,19930323,56,,4,13,
1273,1993,19930323,57,,4,13,
1274,1993,19930323,58,,4,13,
1275,1993,19930323,59,,4,13,
1276,1993,19930323,60,,4,13,
1277,1993,19930323,61,,4,13,
1278,1993,19930323,62,,4,13,
1279,1993,19930323,63,,4,13,
1280,1993,19930323,64,,4,13,
1281,1993,19930323,1,,7,13,
1282,1993,19930323,2,,7,13,
1283,1993,19930323,3,,7,13,
1284,1993,19930323,4,,7,13,
1285,1993,19930323,5,,7,13,
1286,1993,19930323,6,,7,13,
1287,1993,19930323,7,,7,13,
1288,1993,19930323,8,,7,13,
1289,1993,19930323,9,,7,13,
1290,1993,19930323,10,,7,13,
1291,1993,19930323,11,,7,13,
1292,1993,19930323,12,,7,13,
1293,1993,19930323,13,,7,13,
1294,1993,19930323,14,,7,13,
1295,1993,19930323,15,,7,13,
1296,1993,19930323,16,,7,13,
1297,1993,19930323,17,,7,13,
1298,1993,19930323,18,,7,13,
1299,1993,19930323,19,,7,13,
1300,1993,19930323,20,,7,13,
1301,1993,19930323,21,,7,13,
1302,1993,19930323,22,,7,13,
1303,1993,19930323,23,,7,13,
1304,1993,19930323,24,,7,13,
1305,1993,19930323,25,,7,13,
1306,1993,19930323,26,,7,13,
1307,1993,19930323,27,,7,13,
1308,1993,19930323,28,,7,13,
1309,1993,19930323,29,,7,13,
1310,1993,19930323,30,,7,13,
1311,1993,19930323,31,,7,13,
1312,1993,19930323,32,,7,13,
1313,1993,19930323,33,,7,13,
1314,1993,19930323,34,,7,13,
1315,1993,19930323,35,,7,13,
1316,1993,19930323,36,,7,13,
1317,1993,19930323,37,,7,13,
1318,1993,19930323,38,,7,13,
1319,1993,19930323,39,,7,13,
1320,1993,19930323,40,,7,13,
1321,1993,19930323,41,,7,13,
1322,1993,19930323,42,,7,13,
1323,1993,19930323,43,,7,13,
1324,1993,19930323,44,,7,13,
1325,1993,19930323,45,,7,13,
1326,1993,19930323,46,,7,13,
1327,1993,19930323,47,,7,13,
1328,1993,19930323,48,,7,13,
1329,1993,19930323,49,,7,13,
1330,1993,19930323,50,,7,13,
1331,1993,19930323,51,,7,13,
1332,1993,19930323,52,,7,13,
1333,1993,19930323,53,,7,13,
1334,1993,19930323,54,,7,13,
1335,1993,19930323,55,,7,13,
1336,1993,19930323,56,,7,13,
1337,1993,19930323,57,,7,13,
1338,1993,19930323,58,,7,13,
1339,1993,19930323,59,,7,13,
1340,1993,19930323,60,,7,13,
1341,1993,19930323,61,,7,13,
1342,1993,19930323,62,,7,13,
1343,1993,19930323,63,,7,13,
1344,1993,19930323,64,,7,13,
1345,1993,19930323,1,,6,7,
1346,1993,19930323,2,,6,7,
1347,1993,19930323,3,,6,7,
1348,1993,19930323,4,,6,7,
1349,1993,19930323,5,,6,7,
1350,1993,19930323,6,,6,7,
1351,1993,19930323,7,,6,7,
1352,1993,19930323,8,,6,7,
1353,1993,19930323,9,,6,7,
1354,1993,19930323,10,,6,7,
1355,1993,19930323,11,,6,7,
1356,1993,19930323,12,,6,7,
1357,1993,19930323,13,,6,7,
1358,1993,19930323,14,,6,7,
1359,1993,19930323,15,,6,7,
1360,1993,19930323,16,,6,7,
1361,1993,19930323,17,,6,7,
1362,1993,19930323,18,,6,7,
1363,1993,19930323,19,,6,7,
1364,1993,19930323,20,,6,7,
1365,1993,19930323,21,,6,7,
1366,1993,19930323,22,,6,7,
1367,1993,19930323,23,,6,7,
1368,1993,19930323,24,,6,7,
1369,1993,19930323,25,,6,7,
1370,1993,19930323,26,,6,7,
1371,1993,19930323,27,,6,7,
1372,1993,19930323,28,,6,7,
1373,1993,19930323,29,,6,7,
1374,1993,19930323,30,,6,7,
1375,1993,19930323,31,,6,7,
1376,1993,19930323,32,,6,7,
1377,1993,19930323,33,,6,7,
1378,1993,19930323,34,,6,7,
1379,1993,19930323,35,,6,7,
1380,1993,19930323,36,,6,7,
1381,1993,19930323,37,,6,7,
1382,1993,19930323,38,,6,7,
1383,1993,19930323,39,,6,7,
1384,1993,19930323,40,,6,7,
1385,1993,19930323,41,,6,7,
1386,1993,19930323,42,,6,7,
1387,1993,19930323,43,,6,7,
1388,1993,19930323,44,,6,7,
1389,1993,19930323,45,,6,7,
1390,1993,19930323,46,,6,7,
1391,1993,19930323,47,,6,7,
1392,1993,19930323,48,,6,7,
1393,1993,19930323,49,,6,7,
1394,1993,19930323,50,,6,7,
1395,1993,19930323,51,,6,7,
1396,1993,19930323,52,,6,7,
1397,1993,19930323,53,,6,7,
1398,1993,19930323,54,,6,7,
1399,1993,19930323,55,,6,7,
1400,1993,19930323,56,,6,7,
1401,1993,19930323,57,,6,7,
1402,1993,19930323,58,,6,7,
1403,1993,19930323,59,,6,7,
1404,1993,19930323,60,,6,7,
1405,1993,19930323,61,,6,7,
1406,1993,19930323,62,,6,7,
1407,1993,19930323,63,,6,7,
1408,1993,19930323,64,,6,7,
1409,1994,19931108,1,25,2,1,
1410,1994,19931108,2,25,2,1,
1411,1994,19931108,3,25,2,1,
1412,1994,19931108,4,25,2,1,
1413,1994,19931108,5,25,2,1,
1414,1994,19931108,6,25,2,1,
1415,1994,19931108,7,25,2,1,
1416,1994,19931108,8,25,2,1,
1417,1994,19931108,9,25,2,1,
1418,1994,19931108,10,25,2,1,
1419,1994,19931108,11,25,2,1,
1420,1994,19931108,12,25,2,1,
1421,1994,19931108,13,25,2,1,
1422,1994,19931108,14,25,2,1,
1423,1994,19931108,15,25,2,1,
1424,1994,19931108,16,25,2,1,
1425,1994,19931108,17,25,2,1,
1426,1994,19931108,18,25,2,1,
1427,1994,19931108,19,25,2,1,
1428,1994,19931108,20,25,2,1,
1429,1994,19931108,21,25,2,1,
1430,1994,19931108,22,25,2,1,
1431,1994,19931108,23,25,2,1,
1432,1994,19931108,24,25,2,1,
1433,1994,19931108,25,25,2,1,
1434,1994,19931108,26,25,2,1,
1435,1994,19931108,27,25,2,1,
1436,1994,19931108,28,25,2,1,
1437,1994,19931108,29,25,2,1,
1438,1994,19931108,30,25,2,1,
1439,1994,19931108,31,25,2,1,
1440,1994,19931108,32,25,2,1,
1441,1994,19931108,33,25,2,1,
1442,1994,19931108,34,25,2,1,
1443,1994,19931108,35,25,2,1,
1444,1994,19931108,36,25,2,1,
1445,1994,19931108,37,25,2,1,
1446,1994,19931108,38,25,2,1,
1447,1994,19931108,39,25,2,1,
1448,1994,19931108,40,25,2,1,
1449,1994,19931108,41,25,2,1,
1450,1994,19931108,42,25,2,1,
1451,1994,19931108,43,25,2,1,
1452,1994,19931108,44,25,2,1,
1453,1994,19931108,45,25,2,1,
1454,1994,19931108,46,25,2,1,
1455,1994,19931108,47,25,2,1,
1456,1994,19931108,48,25,2,1,
1457,1994,19931108,49,25,2,1,
1458,1994,19931108,50,25,2,1,
1459,1994,19931108,51,25,2,1,
1460,1994,19931108,52,25,2,1,
1461,1994,19931108,53,25,2,1,
1462,1994,19931108,54,25,2,1,
1463,1994,19931108,55,25,2,1,
1464,1994,19931108,56,25,2,1,
1465,1994,19931108,57,25,2,1,
1466,1994,19931108,58,25,2,1,
1467,1994,19931108,59,25,2,1,
1468,1994,19931108,60,25,2,1,
1469,1994,19931108,61,25,2,1,
1470,1994,19931108,62,25,2,1,
1471,1994,19931108,63,25,2,1,
1472,1994,19931108,64,25,2,1,
1473,1994,19940422,1,,4,13,
1474,1994,19940422,2,,4,13,
1475,1994,19940422,3,,4,13,
1476,1994,19940422,4,,4,13,
1477,1994,19940422,5,,4,13,
1478,1994,19940422,6,,4,13,
1479,1994,19940422,7,,4,13,
1480,1994,19940422,8,,4,13,
1481,1994,19940422,9,,4,13,
1482,1994,19940422,10,,4,13,
1483,1994,19940422,11,,4,13,
1484,1994,19940422,12,,4,13,
1485,1994,19940422,13,,4,13,
1486,1994,19940422,14,,4,13,
1487,1994,19940422,15,,4,13,
1488,1994,19940422,16,,4,13,
1489,1994,19940422,17,,4,13,
1490,1994,19940422,18,,4,13,
1491,1994,19940422,19,,4,13,
1492,1994,19940422,20,,4,13,
1493,1994,19940422,21,,4,13,
1494,1994,19940422,22,,4,13,
1495,1994,19940422,23,,4,13,
1496,1994,19940422,24,,4,13,
1497,1994,19940422,25,,4,13,
1498,1994,19940422,26,,4,13,
1499,1994,19940422,27,,4,13,
1500,1994,19940422,28,,4,13,
1501,1994,19940422,29,,4,13,
1502,1994,19940422,30,,4,13,
1503,1994,19940422,31,,4,13,
1504,1994,19940422,32,,4,13,
1505,1994,19940422,33,,4,13,
1506,1994,19940422,34,,4,13,
1507,1994,19940422,35,,4,13,
1508,1994,19940422,36,,4,13,
1509,1994,19940422,37,,4,13,
1510,1994,19940422,38,,4,13,
1511,1994,19940422,39,,4,13,
1512,1994,19940422,40,,4,13,
1513,1994,19940422,41,,4,13,
1514,1994,19940422,42,,4,13,
1515,1994,19940422,43,,4,13,
1516,1994,19940422,44,,4,13,
1517,1994,19940422,45,,4,13,
1518,1994,19940422,46,,4,13,
1519,1994,19940422,47,,4,13,
1520,1994,19940422,48,,4,13,
1521,1994,19940422,49,,4,13,
1522,1994,19940422,50,,4,13,
1523,1994,19940422,51,,4,13,
1524,1994,19940422,52,,4,13,
1525,1994,19940422,53,,4,13,
1526,1994,19940422,54,,4,13,
1527,1994,19940422,55,,4,13,
1528,1994,19940422,56,,4,13,
1529,1994,19940422,57,,4,13,
1530,1994,19940422,58,,4,13,
1531,1994,19940422,59,,4,13,
1532,1994,19940422,60,,4,13,
1533,1994,19940422,61,,4,13,
1534,1994,19940422,62,,4,13,
1535,1994,19940422,63,,4,13,
1536,1994,19940422,64,,4,13,
1537,1994,19940422,1,,7,13,
1538,1994,19940422,2,,7,13,
1539,1994,19940422,3,,7,13,
1540,1994,19940422,4,,7,13,
1541,1994,19940422,5,,7,13,
1542,1994,19940422,6,,7,13,
1543,1994,19940422,7,,7,13,
1544,1994,19940422,8,,7,13,
1545,1994,19940422,9,,7,13,
1546,1994,19940422,10,,7,13,
1547,1994,19940422,11,,7,13,
1548,1994,19940422,12,,7,13,
1549,1994,19940422,13,,7,13,
1550,1994,19940422,14,,7,13,
1551,1994,19940422,15,,7,13,
1552,1994,19940422,16,,7,13,
