Versuchsaufbau_ID,Versuchsjahr,Parzelle_ID,Kultur_ID,Pruefglied_ID,Bewaesserung
1064,1983,40,4,41,1
1065,1983,41,4,22,1
1066,1983,42,4,42,1
1067,1983,43,4,21,1
1068,1983,44,4,43,1
1069,1983,45,4,11,1
1070,1983,46,4,24,1
1071,1983,47,4,23,1
1072,1983,48,4,14,1
1073,1983,49,4,41,1
1074,1983,50,4,42,1
1075,1983,51,4,43,1
1076,1983,52,4,44,1
1077,1983,53,4,14,1
1078,1983,54,4,31,1
1079,1983,55,4,34,1
1080,1983,56,4,32,1
1081,1983,57,4,11,1
1082,1983,58,4,24,1
1083,1983,59,4,23,1
1084,1983,60,4,13,1
1085,1983,61,4,21,1
1086,1983,62,4,33,1
1087,1983,63,4,12,1
1088,1983,64,4,22,1
1089,1984,1,6,11,0
1090,1984,2,6,12,0
1091,1984,3,6,13,0
1092,1984,4,6,14,0
1093,1984,5,6,21,0
1094,1984,6,6,22,0
1095,1984,7,6,23,0
1096,1984,8,6,24,0
1097,1984,9,6,31,0
1098,1984,10,6,32,0
1099,1984,11,6,33,0
1100,1984,12,6,34,0
1101,1984,13,6,41,0
1102,1984,14,6,42,0
1103,1984,15,6,43,0
1104,1984,16,6,44,0
1105,1984,17,6,21,0
1106,1984,18,6,22,0
1107,1984,19,6,23,0
1108,1984,20,6,24,0
1109,1984,21,6,42,0
1110,1984,22,6,11,0
1111,1984,23,6,43,0
1112,1984,24,6,33,0
1113,1984,25,6,41,0
1114,1984,26,6,14,0
1115,1984,27,6,44,0
1116,1984,28,6,12,0
1117,1984,29,6,31,0
1118,1984,30,6,13,0
1119,1984,31,6,32,0
1120,1984,32,6,34,0
1121,1984,33,6,31,0
1122,1984,34,6,32,0
1123,1984,35,6,33,0
1124,1984,36,6,34,0
1125,1984,37,6,13,0
1126,1984,38,6,44,0
1127,1984,39,6,12,0
1128,1984,40,6,41,0
1129,1984,41,6,22,0
1130,1984,42,6,42,0
1131,1984,43,6,21,0
1132,1984,44,6,43,0
1133,1984,45,6,11,0
1134,1984,46,6,24,0
1135,1984,47,6,23,0
1136,1984,48,6,14,0
1137,1984,49,6,41,0
1138,1984,50,6,42,0
1139,1984,51,6,43,0
1140,1984,52,6,44,0
1141,1984,53,6,14,0
1142,1984,54,6,31,0
1143,1984,55,6,34,0
1144,1984,56,6,32,0
1145,1984,57,6,11,0
1146,1984,58,6,24,0
1147,1984,59,6,23,0
1148,1984,60,6,13,0
1149,1984,61,6,21,0
1150,1984,62,6,33,0
1151,1984,63,6,12,0
1152,1984,64,6,22,0
1153,1985,1,2,11,0
1154,1985,2,2,12,0
1155,1985,3,2,13,0
1156,1985,4,2,14,0
1157,1985,5,2,21,0
1158,1985,6,2,22,0
1159,1985,7,2,23,0
1160,1985,8,2,24,0
1161,1985,9,2,31,0
1162,1985,10,2,32,0
1163,1985,11,2,33,0
1164,1985,12,2,34,0
1165,1985,13,2,41,0
1166,1985,14,2,42,0
1167,1985,15,2,43,0
1168,1985,16,2,44,0
1169,1985,17,2,21,0
1170,1985,18,2,22,0
1171,1985,19,2,23,0
1172,1985,20,2,24,0
1173,1985,21,2,42,0
1174,1985,22,2,11,0
1175,1985,23,2,43,0
1176,1985,24,2,33,0
1177,1985,25,2,41,0
1178,1985,26,2,14,0
1179,1985,27,2,44,0
1180,1985,28,2,12,0
1181,1985,29,2,31,0
1182,1985,30,2,13,0
1183,1985,31,2,32,0
1184,1985,32,2,34,0
1185,1985,33,2,31,1
1186,1985,34,2,32,1
1187,1985,35,2,33,1
1188,1985,36,2,34,1
1189,1985,37,2,13,1
1190,1985,38,2,44,1
1191,1985,39,2,12,1
1192,1985,40,2,41,1
1193,1985,41,2,22,1
1194,1985,42,2,42,1
1195,1985,43,2,21,1
1196,1985,44,2,43,1
1197,1985,45,2,11,1
1198,1985,46,2,24,1
1199,1985,47,2,23,1
1200,1985,48,2,14,1
1201,1985,49,2,41,1
1202,1985,50,2,42,1
1203,1985,51,2,43,1
1204,1985,52,2,44,1
1205,1985,53,2,14,1
1206,1985,54,2,31,1
1207,1985,55,2,34,1
1208,1985,56,2,32,1
1209,1985,57,2,11,1
1210,1985,58,2,24,1
1211,1985,59,2,23,1
1212,1985,60,2,13,1
1213,1985,61,2,21,1
1214,1985,62,2,33,1
1215,1985,63,2,12,1
1216,1985,64,2,22,1
1217,1986,1,5,11,0
1218,1986,2,5,12,0
1219,1986,3,5,13,0
1220,1986,4,5,14,0
1221,1986,5,5,21,0
1222,1986,6,5,22,0
1223,1986,7,5,23,0
1224,1986,8,5,24,0
1225,1986,9,5,31,0
1226,1986,10,5,32,0
1227,1986,11,5,33,0
1228,1986,12,5,34,0
1229,1986,13,5,41,0
1230,1986,14,5,42,0
1231,1986,15,5,43,0
1232,1986,16,5,44,0
1233,1986,17,5,21,0
1234,1986,18,5,22,0
1235,1986,19,5,23,0
1236,1986,20,5,24,0
1237,1986,21,5,42,0
1238,1986,22,5,11,0
1239,1986,23,5,43,0
1240,1986,24,5,33,0
1241,1986,25,5,41,0
1242,1986,26,5,14,0
1243,1986,27,5,44,0
1244,1986,28,5,12,0
1245,1986,29,5,31,0
1246,1986,30,5,13,0
1247,1986,31,5,32,0
1248,1986,32,5,34,0
1249,1986,33,5,31,0
1250,1986,34,5,32,0
1251,1986,35,5,33,0
1252,1986,36,5,34,0
1253,1986,37,5,13,0
1254,1986,38,5,44,0
1255,1986,39,5,12,0
1256,1986,40,5,41,0
1257,1986,41,5,22,0
1258,1986,42,5,42,0
1259,1986,43,5,21,0
1260,1986,44,5,43,0
1261,1986,45,5,11,0
1262,1986,46,5,24,0
1263,1986,47,5,23,0
1264,1986,48,5,14,0
1265,1986,49,5,41,0
1266,1986,50,5,42,0
1267,1986,51,5,43,0
1268,1986,52,5,44,0
1269,1986,53,5,14,0
1270,1986,54,5,31,0
1271,1986,55,5,34,0
1272,1986,56,5,32,0
1273,1986,57,5,11,0
1274,1986,58,5,24,0
1275,1986,59,5,23,0
1276,1986,60,5,13,0
1277,1986,61,5,21,0
1278,1986,62,5,33,0
1279,1986,63,5,12,0
1280,1986,64,5,22,0
1281,1987,1,3,11,0
1282,1987,2,3,12,0
1283,1987,3,3,13,0
1284,1987,4,3,14,0
1285,1987,5,3,21,0
1286,1987,6,3,22,0
1287,1987,7,3,23,0
1288,1987,8,3,24,0
1289,1987,9,3,31,0
1290,1987,10,3,32,0
1291,1987,11,3,33,0
1292,1987,12,3,34,0
1293,1987,13,3,41,0
1294,1987,14,3,42,0
1295,1987,15,3,43,0
1296,1987,16,3,44,0
1297,1987,17,3,21,0
1298,1987,18,3,22,0
1299,1987,19,3,23,0
1300,1987,20,3,24,0
1301,1987,21,3,42,0
1302,1987,22,3,11,0
1303,1987,23,3,43,0
1304,1987,24,3,33,0
1305,1987,25,3,41,0
1306,1987,26,3,14,0
1307,1987,27,3,44,0
1308,1987,28,3,12,0
1309,1987,29,3,31,0
1310,1987,30,3,13,0
1311,1987,31,3,32,0
1312,1987,32,3,34,0
1313,1987,33,3,31,1
1314,1987,34,3,32,1
1315,1987,35,3,33,1
1316,1987,36,3,34,1
1317,1987,37,3,13,1
1318,1987,38,3,44,1
1319,1987,39,3,12,1
1320,1987,40,3,41,1
1321,1987,41,3,22,1
1322,1987,42,3,42,1
1323,1987,43,3,21,1
1324,1987,44,3,43,1
1325,1987,45,3,11,1
1326,1987,46,3,24,1
1327,1987,47,3,23,1
1328,1987,48,3,14,1
1329,1987,49,3,41,1
1330,1987,50,3,42,1
1331,1987,51,3,43,1
1332,1987,52,3,44,1
1333,1987,53,3,14,1
1334,1987,54,3,31,1
1335,1987,55,3,34,1
1336,1987,56,3,32,1
1337,1987,57,3,11,1
1338,1987,58,3,24,1
1339,1987,59,3,23,1
1340,1987,60,3,13,1
1341,1987,61,3,21,1
1342,1987,62,3,33,1
1343,1987,63,3,12,1
1344,1987,64,3,22,1
1345,1988,1,4,11,0
1346,1988,2,4,12,0
1347,1988,3,4,13,0
1348,1988,4,4,14,0
1349,1988,5,4,21,0
1350,1988,6,4,22,0
1351,1988,7,4,23,0
1352,1988,8,4,24,0
1353,1988,9,4,31,0
1354,1988,10,4,32,0
1355,1988,11,4,33,0
1356,1988,12,4,34,0
1357,1988,13,4,41,0
1358,1988,14,4,42,0
1359,1988,15,4,43,0
1360,1988,16,4,44,0
1361,1988,17,4,21,0
1362,1988,18,4,22,0
1363,1988,19,4,23,0
1364,1988,20,4,24,0
1365,1988,21,4,42,0
1366,1988,22,4,11,0
1367,1988,23,4,43,0
1368,1988,24,4,33,0
1369,1988,25,4,41,0
1370,1988,26,4,14,0
1371,1988,27,4,44,0
1372,1988,28,4,12,0
1373,1988,29,4,31,0
1374,1988,30,4,13,0
1375,1988,31,4,32,0
1376,1988,32,4,34,0
1377,1988,33,4,31,1
1378,1988,34,4,32,1
1379,1988,35,4,33,1
1380,1988,36,4,34,1
1381,1988,37,4,13,1
1382,1988,38,4,44,1
1383,1988,39,4,12,1
1384,1988,40,4,41,1
1385,1988,41,4,22,1
1386,1988,42,4,42,1
1387,1988,43,4,21,1
1388,1988,44,4,43,1
1389,1988,45,4,11,1
1390,1988,46,4,24,1
1391,1988,47,4,23,1
1392,1988,48,4,14,1
1393,1988,49,4,41,1
1394,1988,50,4,42,1
1395,1988,51,4,43,1
1396,1988,52,4,44,1
1397,1988,53,4,14,1
1398,1988,54,4,31,1
1399,1988,55,4,34,1
1400,1988,56,4,32,1
1401,1988,57,4,11,1
1402,1988,58,4,24,1
1403,1988,59,4,23,1
1404,1988,60,4,13,1
1405,1988,61,4,21,1
1406,1988,62,4,33,1
1407,1988,63,4,12,1
1408,1988,64,4,22,1
1409,1989,1,1,11,0
1410,1989,2,1,12,0
1411,1989,3,1,13,0
1412,1989,4,1,14,0
1413,1989,5,1,21,0
1414,1989,6,1,22,0
1415,1989,7,1,23,0
1416,1989,8,1,24,0
1417,1989,9,1,31,0
1418,1989,10,1,32,0
1419,1989,11,1,33,0
1420,1989,12,1,34,0
1421,1989,13,1,41,0
1422,1989,14,1,42,0
1423,1989,15,1,43,0
1424,1989,16,1,44,0
1425,1989,17,1,21,0
1426,1989,18,1,22,0
1427,1989,19,1,23,0
1428,1989,20,1,24,0
1429,1989,21,1,42,0
1430,1989,22,1,11,0
1431,1989,23,1,43,0
1432,1989,24,1,33,0
1433,1989,25,1,41,0
1434,1989,26,1,14,0
1435,1989,27,1,44,0
1436,1989,28,1,12,0
1437,1989,29,1,31,0
1438,1989,30,1,13,0
1439,1989,31,1,32,0
1440,1989,32,1,34,0
1441,1989,33,1,31,0
1442,1989,34,1,32,0
1443,1989,35,1,33,0
1444,1989,36,1,34,0
1445,1989,37,1,13,0
1446,1989,38,1,44,0
1447,1989,39,1,12,0
1448,1989,40,1,41,0
1449,1989,41,1,22,0
1450,1989,42,1,42,0
1451,1989,43,1,21,0
1452,1989,44,1,43,0
1453,1989,45,1,11,0
1454,1989,46,1,24,0
1455,1989,47,1,23,0
1456,1989,48,1,14,0
1457,1989,49,1,41,0
1458,1989,50,1,42,0
1459,1989,51,1,43,0
1460,1989,52,1,44,0
1461,1989,53,1,14,0
1462,1989,54,1,31,0
1463,1989,55,1,34,0
1464,1989,56,1,32,0
1465,1989,57,1,11,0
1466,1989,58,1,24,0
1467,1989,59,1,23,0
1468,1989,60,1,13,0
1469,1989,61,1,21,0
1470,1989,62,1,33,0
1471,1989,63,1,12,0
1472,1989,64,1,22,0
1473,1990,1,2,11,0
1474,1990,2,2,12,0
1475,1990,3,2,13,0
1476,1990,4,2,14,0
1477,1990,5,2,21,0
1478,1990,6,2,22,0
1479,1990,7,2,23,0
1480,1990,8,2,24,0
1481,1990,9,2,31,0
1482,1990,10,2,32,0
1483,1990,11,2,33,0
1484,1990,12,2,34,0
1485,1990,13,2,41,0
1486,1990,14,2,42,0
1487,1990,15,2,43,0
1488,1990,16,2,44,0
1489,1990,17,2,21,0
1490,1990,18,2,22,0
1491,1990,19,2,23,0
1492,1990,20,2,24,0
1493,1990,21,2,42,0
1494,1990,22,2,11,0
1495,1990,23,2,43,0
1496,1990,24,2,33,0
1497,1990,25,2,41,0
1498,1990,26,2,14,0
1499,1990,27,2,44,0
1500,1990,28,2,12,0
1501,1990,29,2,31,0
1502,1990,30,2,13,0
1503,1990,31,2,32,0
1504,1990,32,2,34,0
1505,1990,33,2,31,0
1506,1990,34,2,32,0
1507,1990,35,2,33,0
1508,1990,36,2,34,0
1509,1990,37,2,13,0
1510,1990,38,2,44,0
1511,1990,39,2,12,0
1512,1990,40,2,41,0
1513,1990,41,2,22,0
1514,1990,42,2,42,0
1515,1990,43,2,21,0
1516,1990,44,2,43,0
1517,1990,45,2,11,0
1518,1990,46,2,24,0
1519,1990,47,2,23,0
1520,1990,48,2,14,0
1521,1990,49,2,41,0
1522,1990,50,2,42,0
1523,1990,51,2,43,0
1524,1990,52,2,44,0
1525,1990,53,2,14,0
1526,1990,54,2,31,0
1527,1990,55,2,34,0
1528,1990,56,2,32,0
1529,1990,57,2,11,0
1530,1990,58,2,24,0
1531,1990,59,2,23,0
1532,1990,60,2,13,0
1533,1990,61,2,21,0
1534,1990,62,2,33,0
1535,1990,63,2,12,0
1536,1990,64,2,22,0
1537,1991,1,5,11,0
1538,1991,2,5,12,0
1539,1991,3,5,13,0
1540,1991,4,5,14,0
1541,1991,5,5,21,0
1542,1991,6,5,22,0
1543,1991,7,5,23,0
1544,1991,8,5,24,0
1545,1991,9,5,31,0
1546,1991,10,5,32,0
1547,1991,11,5,33,0
1548,1991,12,5,34,0
1549,1991,13,5,41,0
1550,1991,14,5,42,0
1551,1991,15,5,43,0
1552,1991,16,5,44,0
1553,1991,17,5,21,0
1554,1991,18,5,22,0
1555,1991,19,5,23,0
1556,1991,20,5,24,0
1557,1991,21,5,42,0
1558,1991,22,5,11,0
1559,1991,23,5,43,0
1560,1991,24,5,33,0
1561,1991,25,5,41,0
1562,1991,26,5,14,0
1563,1991,27,5,44,0
1564,1991,28,5,12,0
1565,1991,29,5,31,0
1566,1991,30,5,13,0
1567,1991,31,5,32,0
1568,1991,32,5,34,0
1569,1991,33,5,31,0
1570,1991,34,5,32,0
1571,1991,35,5,33,0
1572,1991,36,5,34,0
1573,1991,37,5,13,0
1574,1991,38,5,44,0
1575,1991,39,5,12,0
1576,1991,40,5,41,0
1577,1991,41,5,22,0
1578,1991,42,5,42,0
1579,1991,43,5,21,0
1580,1991,44,5,43,0
1581,1991,45,5,11,0
1582,1991,46,5,24,0
1583,1991,47,5,23,0
1584,1991,48,5,14,0
1585,1991,49,5,41,0
1586,1991,50,5,42,0
1587,1991,51,5,43,0
1588,1991,52,5,44,0
1589,1991,53,5,14,0
1590,1991,54,5,31,0
1591,1991,55,5,34,0
1592,1991,56,5,32,0
1593,1991,57,5,11,0
1594,1991,58,5,24,0
1595,1991,59,5,23,0
1596,1991,60,5,13,0
1597,1991,61,5,21,0
1598,1991,62,5,33,0
1599,1991,63,5,12,0
1600,1991,64,5,22,0
1601,1992,1,3,11,0
1602,1992,2,3,12,0
1603,1992,3,3,13,0
1604,1992,4,3,14,0
1605,1992,5,3,21,0
1606,1992,6,3,22,0
1607,1992,7,3,23,0
1608,1992,8,3,24,0
1609,1992,9,3,31,0
1610,1992,10,3,32,0
1611,1992,11,3,33,0
1612,1992,12,3,34,0
1613,1992,13,3,41,0
1614,1992,14,3,42,0
1615,1992,15,3,43,0
1616,1992,16,3,44,0
1617,1992,17,3,21,0
1618,1992,18,3,22,0
1619,1992,19,3,23,0
1620,1992,20,3,24,0
1621,1992,21,3,42,0
1622,1992,22,3,11,0
1623,1992,23,3,43,0
1624,1992,24,3,33,0
1625,1992,25,3,41,0
1626,1992,26,3,14,0
1627,1992,27,3,44,0
1628,1992,28,3,12,0
1629,1992,29,3,31,0
1630,1992,30,3,13,0
1631,1992,31,3,32,0
1632,1992,32,3,34,0
1633,1992,33,3,31,0
1634,1992,34,3,32,0
1635,1992,35,3,33,0
1636,1992,36,3,34,0
1637,1992,37,3,13,0
1638,1992,38,3,44,0
1639,1992,39,3,12,0
1640,1992,40,3,41,0
1641,1992,41,3,22,0
1642,1992,42,3,42,0
1643,1992,43,3,21,0
1644,1992,44,3,43,0
1645,1992,45,3,11,0
1646,1992,46,3,24,0
1647,1992,47,3,23,0
1648,1992,48,3,14,0
1649,1992,49,3,41,0
1650,1992,50,3,42,0
1651,1992,51,3,43,0
1652,1992,52,3,44,0
1653,1992,53,3,14,0
1654,1992,54,3,31,0
1655,1992,55,3,34,0
1656,1992,56,3,32,0
1657,1992,57,3,11,0
1658,1992,58,3,24,0
1659,1992,59,3,23,0
1660,1992,60,3,13,0
1661,1992,61,3,21,0
1662,1992,62,3,33,0
1663,1992,63,3,12,0
1664,1992,64,3,22,0
1665,1993,1,4,11,0
1666,1993,2,4,12,0
1667,1993,3,4,13,0
1668,1993,4,4,14,0
1669,1993,5,4,21,0
1670,1993,6,4,22,0
1671,1993,7,4,23,0
1672,1993,8,4,24,0
1673,1993,9,4,31,0
1674,1993,10,4,32,0
1675,1993,11,4,33,0
1676,1993,12,4,34,0
1677,1993,13,4,41,0
1678,1993,14,4,42,0
1679,1993,15,4,43,0
1680,1993,16,4,44,0
1681,1993,17,4,21,0
1682,1993,18,4,22,0
1683,1993,19,4,23,0
1684,1993,20,4,24,0
1685,1993,21,4,42,0
1686,1993,22,4,11,0
1687,1993,23,4,43,0
1688,1993,24,4,33,0
1689,1993,25,4,41,0
1690,1993,26,4,14,0
1691,1993,27,4,44,0
1692,1993,28,4,12,0
1693,1993,29,4,31,0
1694,1993,30,4,13,0
1695,1993,31,4,32,0
1696,1993,32,4,34,0
1697,1993,33,4,31,0
1698,1993,34,4,32,0
1699,1993,35,4,33,0
1700,1993,36,4,34,0
1701,1993,37,4,13,0
1702,1993,38,4,44,0
1703,1993,39,4,12,0
1704,1993,40,4,41,0
1705,1993,41,4,22,0
1706,1993,42,4,42,0
1707,1993,43,4,21,0
1708,1993,44,4,43,0
1709,1993,45,4,11,0
1710,1993,46,4,24,0
1711,1993,47,4,23,0
1712,1993,48,4,14,0
1713,1993,49,4,41,0
1714,1993,50,4,42,0
1715,1993,51,4,43,0
1716,1993,52,4,44,0
1717,1993,53,4,14,0
1718,1993,54,4,31,0
1719,1993,55,4,34,0
1720,1993,56,4,32,0
1721,1993,57,4,11,0
1722,1993,58,4,24,0
1723,1993,59,4,23,0
1724,1993,60,4,13,0
1725,1993,61,4,21,0
1726,1993,62,4,33,0
1727,1993,63,4,12,0
1728,1993,64,4,22,0
1729,1994,1,1,11,0
1730,1994,2,1,12,0
1731,1994,3,1,13,0
1732,1994,4,1,14,0
1733,1994,5,1,21,0
1734,1994,6,1,22,0
1735,1994,7,1,23,0
1736,1994,8,1,24,0
1737,1994,9,1,31,0
1738,1994,10,1,32,0
1739,1994,11,1,33,0
1740,1994,12,1,34,0
1741,1994,13,1,41,0
1742,1994,14,1,42,0
1743,1994,15,1,43,0
1744,1994,16,1,44,0
1745,1994,17,1,21,0
1746,1994,18,1,22,0
1747,1994,19,1,23,0
1748,1994,20,1,24,0
1749,1994,21,1,42,0
1750,1994,22,1,11,0
1751,1994,23,1,43,0
1752,1994,24,1,33,0
1753,1994,25,1,41,0
1754,1994,26,1,14,0
1755,1994,27,1,44,0
1756,1994,28,1,12,0
1757,1994,29,1,31,0
1758,1994,30,1,13,0
1759,1994,31,1,32,0
1760,1994,32,1,34,0
1761,1994,33,1,31,0
1762,1994,34,1,32,0
1763,1994,35,1,33,0
1764,1994,36,1,34,0
1765,1994,37,1,13,0
1766,1994,38,1,44,0
1767,1994,39,1,12,0
1768,1994,40,1,41,0
1769,1994,41,1,22,0
1770,1994,42,1,42,0
1771,1994,43,1,21,0
1772,1994,44,1,43,0
1773,1994,45,1,11,0
1774,1994,46,1,24,0
1775,1994,47,1,23,0
1776,1994,48,1,14,0
1777,1994,49,1,41,0
1778,1994,50,1,42,0
1779,1994,51,1,43,0
1780,1994,52,1,44,0
1781,1994,53,1,14,0
1782,1994,54,1,31,0
1783,1994,55,1,34,0
1784,1994,56,1,32,0
1785,1994,57,1,11,0
1786,1994,58,1,24,0
1787,1994,59,1,23,0
1788,1994,60,1,13,0
1789,1994,61,1,21,0
1790,1994,62,1,33,0
1791,1994,63,1,12,0
1792,1994,64,1,22,0
1793,1995,1,2,11,0
1794,1995,2,2,12,0
1795,1995,3,2,13,0
1796,1995,4,2,14,0
1797,1995,5,2,21,0
1798,1995,6,2,22,0
1799,1995,7,2,23,0
1800,1995,8,2,24,0
1801,1995,9,2,31,0
1802,1995,10,2,32,0
1803,1995,11,2,33,0
1804,1995,12,2,34,0
1805,1995,13,2,41,0
1806,1995,14,2,42,0
1807,1995,15,2,43,0
1808,1995,16,2,44,0
1809,1995,17,2,21,0
1810,1995,18,2,22,0
1811,1995,19,2,23,0
1812,1995,20,2,24,0
1813,1995,21,2,42,0
1814,1995,22,2,11,0
1815,1995,23,2,43,0
1816,1995,24,2,33,0
1817,1995,25,2,41,0
1818,1995,26,2,14,0
1819,1995,27,2,44,0
1820,1995,28,2,12,0
1821,1995,29,2,31,0
1822,1995,30,2,13,0
1823,1995,31,2,32,0
1824,1995,32,2,34,0
1825,1995,33,2,31,0
1826,1995,34,2,32,0
1827,1995,35,2,33,0
1828,1995,36,2,34,0
1829,1995,37,2,13,0
1830,1995,38,2,44,0
1831,1995,39,2,12,0
1832,1995,40,2,41,0
1833,1995,41,2,22,0
1834,1995,42,2,42,0
1835,1995,43,2,21,0
1836,1995,44,2,43,0
1837,1995,45,2,11,0
1838,1995,46,2,24,0
1839,1995,47,2,23,0
1840,1995,48,2,14,0
1841,1995,49,2,41,0
1842,1995,50,2,42,0
1843,1995,51,2,43,0
1844,1995,52,2,44,0
1845,1995,53,2,14,0
1846,1995,54,2,31,0
1847,1995,55,2,34,0
1848,1995,56,2,32,0
1849,1995,57,2,11,0
1850,1995,58,2,24,0
1851,1995,59,2,23,0
1852,1995,60,2,13,0
1853,1995,61,2,21,0
1854,1995,62,2,33,0
1855,1995,63,2,12,0
1856,1995,64,2,22,0
1857,1996,1,5,11,0
1858,1996,2,5,12,0
1859,1996,3,5,13,0
1860,1996,4,5,14,0
1861,1996,5,5,21,0
1862,1996,6,5,22,0
1863,1996,7,5,23,0
1864,1996,8,5,24,0
1865,1996,9,5,31,0
1866,1996,10,5,32,0
1867,1996,11,5,33,0
1868,1996,12,5,34,0
1869,1996,13,5,41,0
1870,1996,14,5,42,0
1871,1996,15,5,43,0
1872,1996,16,5,44,0
1873,1996,17,5,21,0
1874,1996,18,5,22,0
1875,1996,19,5,23,0
1876,1996,20,5,24,0
1877,1996,21,5,42,0
1878,1996,22,5,11,0
1879,1996,23,5,43,0
1880,1996,24,5,33,0
1881,1996,25,5,41,0
1882,1996,26,5,14,0
1883,1996,27,5,44,0
1884,1996,28,5,12,0
1885,1996,29,5,31,0
1886,1996,30,5,13,0
1887,1996,31,5,32,0
1888,1996,32,5,34,0
1889,1996,33,5,31,0
1890,1996,34,5,32,0
1891,1996,35,5,33,0
1892,1996,36,5,34,0
1893,1996,37,5,13,0
1894,1996,38,5,44,0
1895,1996,39,5,12,0
1896,1996,40,5,41,0
1897,1996,41,5,22,0
1898,1996,42,5,42,0
1899,1996,43,5,21,0
1900,1996,44,5,43,0
1901,1996,45,5,11,0
1902,1996,46,5,24,0
1903,1996,47,5,23,0
1904,1996,48,5,14,0
1905,1996,49,5,41,0
1906,1996,50,5,42,0
1907,1996,51,5,43,0
1908,1996,52,5,44,0
1909,1996,53,5,14,0
1910,1996,54,5,31,0
1911,1996,55,5,34,0
1912,1996,56,5,32,0
1913,1996,57,5,11,0
1914,1996,58,5,24,0
1915,1996,59,5,23,0
1916,1996,60,5,13,0
1917,1996,61,5,21,0
1918,1996,62,5,33,0
1919,1996,63,5,12,0
1920,1996,64,5,22,0
1921,1997,1,3,11,0
1922,1997,2,3,12,0
1923,1997,3,3,13,0
1924,1997,4,3,14,0
1925,1997,5,3,21,0
1926,1997,6,3,22,0
1927,1997,7,3,23,0
1928,1997,8,3,24,0
1929,1997,9,3,31,0
1930,1997,10,3,32,0
1931,1997,11,3,33,0
1932,1997,12,3,34,0
1933,1997,13,3,41,0
1934,1997,14,3,42,0
1935,1997,15,3,43,0
1936,1997,16,3,44,0
1937,1997,17,3,21,0
1938,1997,18,3,22,0
1939,1997,19,3,23,0
1940,1997,20,3,24,0
1941,1997,21,3,42,0
1942,1997,22,3,11,0
1943,1997,23,3,43,0
1944,1997,24,3,33,0
1945,1997,25,3,41,0
1946,1997,26,3,14,0
1947,1997,27,3,44,0
1948,1997,28,3,12,0
1949,1997,29,3,31,0
1950,1997,30,3,13,0
1951,1997,31,3,32,0
1952,1997,32,3,34,0
1953,1997,33,3,31,0
1954,1997,34,3,32,0
1955,1997,35,3,33,0
1956,1997,36,3,34,0
1957,1997,37,3,13,0
1958,1997,38,3,44,0
1959,1997,39,3,12,0
1960,1997,40,3,41,0
1961,1997,41,3,22,0
1962,1997,42,3,42,0
1963,1997,43,3,21,0
1964,1997,44,3,43,0
1965,1997,45,3,11,0
1966,1997,46,3,24,0
1967,1997,47,3,23,0
1968,1997,48,3,14,0
1969,1997,49,3,41,0
1970,1997,50,3,42,0
1971,1997,51,3,43,0
1972,1997,52,3,44,0
1973,1997,53,3,14,0
1974,1997,54,3,31,0
1975,1997,55,3,34,0
1976,1997,56,3,32,0
1977,1997,57,3,11,0
1978,1997,58,3,24,0
1979,1997,59,3,23,0
1980,1997,60,3,13,0
1981,1997,61,3,21,0
1982,1997,62,3,33,0
1983,1997,63,3,12,0
1984,1997,64,3,22,0
1985,1998,1,4,11,0
1986,1998,2,4,12,0
1987,1998,3,4,13,0
1988,1998,4,4,14,0
1989,1998,5,4,21,0
1990,1998,6,4,22,0
1991,1998,7,4,23,0
1992,1998,8,4,24,0
1993,1998,9,4,31,0
1994,1998,10,4,32,0
1995,1998,11,4,33,0
1996,1998,12,4,34,0
1997,1998,13,4,41,0
1998,1998,14,4,42,0
1999,1998,15,4,43,0
2000,1998,16,4,44,0
2001,1998,17,4,21,0
2002,1998,18,4,22,0
2003,1998,19,4,23,0
2004,1998,20,4,24,0
2005,1998,21,4,42,0
2006,1998,22,4,11,0
2007,1998,23,4,43,0
2008,1998,24,4,33,0
2009,1998,25,4,41,0
2010,1998,26,4,14,0
2011,1998,27,4,44,0
2012,1998,28,4,12,0
2013,1998,29,4,31,0
2014,1998,30,4,13,0
2015,1998,31,4,32,0
2016,1998,32,4,34,0
2017,1998,33,4,31,0
2018,1998,34,4,32,0
2019,1998,35,4,33,0
2020,1998,36,4,34,0
2021,1998,37,4,13,0
2022,1998,38,4,44,0
2023,1998,39,4,12,0
2024,1998,40,4,41,0
2025,1998,41,4,22,0
2026,1998,42,4,42,0
2027,1998,43,4,21,0
2028,1998,44,4,43,0
2029,1998,45,4,11,0
2030,1998,46,4,24,0
2031,1998,47,4,23,0
2032,1998,48,4,14,0
2033,1998,49,4,41,0
2034,1998,50,4,42,0
2035,1998,51,4,43,0
2036,1998,52,4,44,0
2037,1998,53,4,14,0
2038,1998,54,4,31,0
2039,1998,55,4,34,0
2040,1998,56,4,32,0
2041,1998,57,4,11,0
2042,1998,58,4,24,0
2043,1998,59,4,23,0
2044,1998,60,4,13,0
2045,1998,61,4,21,0
2046,1998,62,4,33,0
2047,1998,63,4,12,0
2048,1998,64,4,22,0
2049,1999,1,,11,0
2050,1999,2,,12,0
2051,1999,3,,13,0
2052,1999,4,,14,0
2053,1999,5,,21,0
2054,1999,6,,22,0
2055,1999,7,,23,0
2056,1999,8,,24,0
2057,1999,9,,31,0
2058,1999,10,,32,0
2059,1999,11,,33,0
