Duengung_ID,Versuchsjahr,Termin,Parzelle_ID,Duengemittel_ID,Mineralisch,Organisch,Stickstoff_org,Stickstoff_min,Gesamt_Stickstoff,Phosphor,Kalium,Kalzium,Technik_ID
1802,1982,19820506,58,2,1,0,,80,,,,,16
1803,1982,19820506,56,2,1,0,,40,,,,,16
1804,1982,19820506,62,2,1,0,,80,,,,,16
1805,1982,19820506,55,2,1,0,,80,,,,,16
1806,1982,19820506,50,2,1,0,,40,,,,,16
1807,1982,19820506,51,2,1,0,,80,,,,,16
1808,1982,19820506,52,2,1,0,,80,,,,,16
1809,1982,19820603,4,2,1,0,,40,,,,,16
1810,1982,19820603,8,2,1,0,,40,,,,,16
1811,1982,19820603,12,2,1,0,,40,,,,,16
1812,1982,19820603,16,2,1,0,,40,,,,,16
1813,1982,19820603,26,2,1,0,,40,,,,,16
1814,1982,19820603,20,2,1,0,,40,,,,,16
1815,1982,19820603,32,2,1,0,,40,,,,,16
1816,1982,19820603,27,2,1,0,,40,,,,,16
1817,1982,19820603,48,2,1,0,,40,,,,,16
1818,1982,19820603,46,2,1,0,,40,,,,,16
1819,1982,19820603,36,2,1,0,,40,,,,,16
1820,1982,19820603,38,2,1,0,,40,,,,,16
1821,1982,19820603,53,2,1,0,,40,,,,,16
1822,1982,19820603,58,2,1,0,,40,,,,,16
1823,1982,19820603,55,2,1,0,,40,,,,,16
1824,1982,19820603,52,2,1,0,,40,,,,,16
1825,1983,19830313,2,2,1,0,,20,,,,,16
1826,1983,19830313,3,2,1,0,,40,,,,,16
1827,1983,19830313,4,2,1,0,,60,,,,,16
1828,1983,19830313,6,2,1,0,,20,,,,,16
1829,1983,19830313,7,2,1,0,,40,,,,,16
1830,1983,19830313,8,2,1,0,,60,,,,,16
1831,1983,19830313,10,2,1,0,,20,,,,,16
1832,1983,19830313,11,2,1,0,,40,,,,,16
1833,1983,19830313,12,2,1,0,,60,,,,,16
1834,1983,19830313,14,2,1,0,,20,,,,,16
1835,1983,19830313,15,2,1,0,,40,,,,,16
1836,1983,19830313,16,2,1,0,,60,,,,,16
1837,1983,19830313,28,2,1,0,,20,,,,,16
1838,1983,19830313,30,2,1,0,,40,,,,,16
1839,1983,19830313,26,2,1,0,,60,,,,,16
1840,1983,19830313,18,2,1,0,,20,,,,,16
1841,1983,19830313,19,2,1,0,,40,,,,,16
1842,1983,19830313,20,2,1,0,,60,,,,,16
1843,1983,19830313,31,2,1,0,,20,,,,,16
1844,1983,19830313,24,2,1,0,,40,,,,,16
1845,1983,19830313,32,2,1,0,,60,,,,,16
1846,1983,19830313,21,2,1,0,,20,,,,,16
1847,1983,19830313,23,2,1,0,,40,,,,,16
1848,1983,19830313,27,2,1,0,,60,,,,,16
1849,1983,19830313,39,2,1,0,,20,,,,,16
1850,1983,19830313,37,2,1,0,,40,,,,,16
1851,1983,19830313,48,2,1,0,,60,,,,,16
1852,1983,19830313,41,2,1,0,,20,,,,,16
1853,1983,19830313,47,2,1,0,,40,,,,,16
1854,1983,19830313,46,2,1,0,,60,,,,,16
1855,1983,19830313,34,2,1,0,,20,,,,,16
1856,1983,19830313,35,2,1,0,,40,,,,,16
1857,1983,19830313,36,2,1,0,,60,,,,,16
1858,1983,19830313,42,2,1,0,,20,,,,,16
1859,1983,19830313,44,2,1,0,,40,,,,,16
1860,1983,19830313,38,2,1,0,,60,,,,,16
1861,1983,19830313,63,2,1,0,,20,,,,,16
1862,1983,19830313,60,2,1,0,,40,,,,,16
1863,1983,19830313,53,2,1,0,,60,,,,,16
1864,1983,19830313,64,2,1,0,,20,,,,,16
1865,1983,19830313,59,2,1,0,,40,,,,,16
1866,1983,19830313,58,2,1,0,,60,,,,,16
1867,1983,19830313,56,2,1,0,,20,,,,,16
1868,1983,19830313,62,2,1,0,,40,,,,,16
1869,1983,19830313,55,2,1,0,,60,,,,,16
1870,1983,19830313,50,2,1,0,,20,,,,,16
1871,1983,19830313,51,2,1,0,,40,,,,,16
1872,1983,19830313,52,2,1,0,,60,,,,,16
1873,1984,19830826,1,7,1,0,,,,102,332,,16
1874,1984,19830826,2,7,1,0,,,,102,332,,16
1875,1984,19830826,3,7,1,0,,,,102,332,,16
1876,1984,19830826,4,7,1,0,,,,102,332,,16
1877,1984,19830826,5,7,1,0,,,,102,332,,16
1878,1984,19830826,6,7,1,0,,,,102,332,,16
1879,1984,19830826,7,7,1,0,,,,102,332,,16
1880,1984,19830826,8,7,1,0,,,,102,332,,16
1881,1984,19830826,9,7,1,0,,,,102,332,,16
1882,1984,19830826,10,7,1,0,,,,102,332,,16
1883,1984,19830826,11,7,1,0,,,,102,332,,16
1884,1984,19830826,12,7,1,0,,,,102,332,,16
1885,1984,19830826,13,7,1,0,,,,102,332,,16
1886,1984,19830826,14,7,1,0,,,,102,332,,16
1887,1984,19830826,15,7,1,0,,,,102,332,,16
1888,1984,19830826,16,7,1,0,,,,102,332,,16
1889,1984,19830826,22,7,1,0,,,,102,332,,16
1890,1984,19830826,28,7,1,0,,,,102,332,,16
1891,1984,19830826,30,7,1,0,,,,102,332,,16
1892,1984,19830826,26,7,1,0,,,,102,332,,16
1893,1984,19830826,17,7,1,0,,,,102,332,,16
1894,1984,19830826,18,7,1,0,,,,102,332,,16
1895,1984,19830826,19,7,1,0,,,,102,332,,16
1896,1984,19830826,20,7,1,0,,,,102,332,,16
1897,1984,19830826,29,7,1,0,,,,102,332,,16
1898,1984,19830826,31,7,1,0,,,,102,332,,16
1899,1984,19830826,24,7,1,0,,,,102,332,,16
1900,1984,19830826,32,7,1,0,,,,102,332,,16
1901,1984,19830826,25,7,1,0,,,,102,332,,16
1902,1984,19830826,21,7,1,0,,,,102,332,,16
1903,1984,19830826,23,7,1,0,,,,102,332,,16
1904,1984,19830826,27,7,1,0,,,,102,332,,16
1905,1984,19830826,45,7,1,0,,,,102,332,,16
1906,1984,19830826,39,7,1,0,,,,102,332,,16
1907,1984,19830826,37,7,1,0,,,,102,332,,16
1908,1984,19830826,48,7,1,0,,,,102,332,,16
1909,1984,19830826,43,7,1,0,,,,102,332,,16
1910,1984,19830826,41,7,1,0,,,,102,332,,16
1911,1984,19830826,47,7,1,0,,,,102,332,,16
1912,1984,19830826,46,7,1,0,,,,102,332,,16
1913,1984,19830826,33,7,1,0,,,,102,332,,16
1914,1984,19830826,34,7,1,0,,,,102,332,,16
1915,1984,19830826,35,7,1,0,,,,102,332,,16
1916,1984,19830826,36,7,1,0,,,,102,332,,16
1917,1984,19830826,40,7,1,0,,,,102,332,,16
1918,1984,19830826,42,7,1,0,,,,102,332,,16
1919,1984,19830826,44,7,1,0,,,,102,332,,16
1920,1984,19830826,38,7,1,0,,,,102,332,,16
1921,1984,19830826,57,7,1,0,,,,102,332,,16
1922,1984,19830826,63,7,1,0,,,,102,332,,16
1923,1984,19830826,60,7,1,0,,,,102,332,,16
1924,1984,19830826,53,7,1,0,,,,102,332,,16
1925,1984,19830826,61,7,1,0,,,,102,332,,16
1926,1984,19830826,64,7,1,0,,,,102,332,,16
1927,1984,19830826,59,7,1,0,,,,102,332,,16
1928,1984,19830826,58,7,1,0,,,,102,332,,16
1929,1984,19830826,54,7,1,0,,,,102,332,,16
1930,1984,19830826,56,7,1,0,,,,102,332,,16
1931,1984,19830826,62,7,1,0,,,,102,332,,16
1932,1984,19830826,55,7,1,0,,,,102,332,,16
1933,1984,19830826,49,7,1,0,,,,102,332,,16
1934,1984,19830826,50,7,1,0,,,,102,332,,16
1935,1984,19830826,51,7,1,0,,,,102,332,,16
1936,1984,19830826,52,7,1,0,,,,102,332,,16
1937,1984,19830902,5,4,0,1,150,,,,,,15
1938,1984,19830902,6,4,0,1,150,,,,,,15
1939,1984,19830902,7,4,0,1,150,,,,,,15
1940,1984,19830902,8,4,0,1,150,,,,,,15
1941,1984,19830902,9,4,0,1,300,,,,,,15
1942,1984,19830902,10,4,0,1,300,,,,,,15
1943,1984,19830902,11,4,0,1,300,,,,,,15
1944,1984,19830902,12,4,0,1,300,,,,,,15
1945,1984,19830902,13,4,0,1,450,,,,,,15
1946,1984,19830902,14,4,0,1,450,,,,,,15
1947,1984,19830902,15,4,0,1,450,,,,,,15
1948,1984,19830902,16,4,0,1,450,,,,,,15
1949,1984,19830902,17,4,0,1,150,,,,,,15
1950,1984,19830902,18,4,0,1,150,,,,,,15
1951,1984,19830902,19,4,0,1,150,,,,,,15
1952,1984,19830902,20,4,0,1,150,,,,,,15
1953,1984,19830902,29,4,0,1,300,,,,,,15
1954,1984,19830902,31,4,0,1,300,,,,,,15
1955,1984,19830902,24,4,0,1,300,,,,,,15
1956,1984,19830902,32,4,0,1,300,,,,,,15
1957,1984,19830902,25,4,0,1,450,,,,,,15
1958,1984,19830902,21,4,0,1,450,,,,,,15
1959,1984,19830902,23,4,0,1,450,,,,,,15
1960,1984,19830902,27,4,0,1,450,,,,,,15
1961,1984,19830902,43,4,0,1,150,,,,,,15
1962,1984,19830902,41,4,0,1,150,,,,,,15
1963,1984,19830902,47,4,0,1,150,,,,,,15
1964,1984,19830902,46,4,0,1,150,,,,,,15
1965,1984,19830902,33,4,0,1,300,,,,,,15
1966,1984,19830902,34,4,0,1,300,,,,,,15
1967,1984,19830902,35,4,0,1,300,,,,,,15
1968,1984,19830902,36,4,0,1,300,,,,,,15
1969,1984,19830902,40,4,0,1,450,,,,,,15
1970,1984,19830902,42,4,0,1,450,,,,,,15
1971,1984,19830902,44,4,0,1,450,,,,,,15
1972,1984,19830902,38,4,0,1,450,,,,,,15
1973,1984,19830902,61,4,0,1,150,,,,,,15
1974,1984,19830902,64,4,0,1,150,,,,,,15
1975,1984,19830902,59,4,0,1,150,,,,,,15
1976,1984,19830902,58,4,0,1,150,,,,,,15
1977,1984,19830902,54,4,0,1,300,,,,,,15
1978,1984,19830902,56,4,0,1,300,,,,,,15
1979,1984,19830902,62,4,0,1,300,,,,,,15
1980,1984,19830902,55,4,0,1,300,,,,,,15
1981,1984,19830902,49,4,0,1,450,,,,,,15
1982,1984,19830902,50,4,0,1,450,,,,,,15
1983,1984,19830902,51,4,0,1,450,,,,,,15
1984,1984,19830902,52,4,0,1,450,,,,,,15
1985,1984,19840426,2,2,1,0,,60,,,,,16
1986,1984,19840426,3,2,1,0,,120,,,,,16
1987,1984,19840426,4,2,1,0,,180,,,,,16
1988,1984,19840426,6,2,1,0,,60,,,,,16
1989,1984,19840426,7,2,1,0,,120,,,,,16
1990,1984,19840426,8,2,1,0,,180,,,,,16
1991,1984,19840426,10,2,1,0,,60,,,,,16
1992,1984,19840426,11,2,1,0,,120,,,,,16
1993,1984,19840426,12,2,1,0,,180,,,,,16
1994,1984,19840426,14,2,1,0,,60,,,,,16
1995,1984,19840426,15,2,1,0,,120,,,,,16
1996,1984,19840426,16,2,1,0,,180,,,,,16
1997,1984,19840426,28,2,1,0,,60,,,,,16
1998,1984,19840426,30,2,1,0,,120,,,,,16
1999,1984,19840426,26,2,1,0,,180,,,,,16
2000,1984,19840426,18,2,1,0,,60,,,,,16
2001,1984,19840426,19,2,1,0,,120,,,,,16
2002,1984,19840426,20,2,1,0,,180,,,,,16
2003,1984,19840426,31,2,1,0,,60,,,,,16
2004,1984,19840426,24,2,1,0,,120,,,,,16
2005,1984,19840426,32,2,1,0,,180,,,,,16
2006,1984,19840426,21,2,1,0,,60,,,,,16
2007,1984,19840426,23,2,1,0,,120,,,,,16
2008,1984,19840426,27,2,1,0,,180,,,,,16
2009,1984,19840426,39,2,1,0,,60,,,,,16
2010,1984,19840426,37,2,1,0,,120,,,,,16
2011,1984,19840426,48,2,1,0,,180,,,,,16
2012,1984,19840426,41,2,1,0,,60,,,,,16
2013,1984,19840426,47,2,1,0,,120,,,,,16
2014,1984,19840426,46,2,1,0,,180,,,,,16
2015,1984,19840426,34,2,1,0,,60,,,,,16
2016,1984,19840426,35,2,1,0,,120,,,,,16
2017,1984,19840426,36,2,1,0,,180,,,,,16
2018,1984,19840426,42,2,1,0,,60,,,,,16
2019,1984,19840426,44,2,1,0,,120,,,,,16
2020,1984,19840426,38,2,1,0,,180,,,,,16
2021,1984,19840426,63,2,1,0,,60,,,,,16
2022,1984,19840426,60,2,1,0,,120,,,,,16
2023,1984,19840426,53,2,1,0,,180,,,,,16
2024,1984,19840426,64,2,1,0,,60,,,,,16
2025,1984,19840426,59,2,1,0,,120,,,,,16
2026,1984,19840426,58,2,1,0,,180,,,,,16
2027,1984,19840426,56,2,1,0,,60,,,,,16
2028,1984,19840426,62,2,1,0,,120,,,,,16
2029,1984,19840426,55,2,1,0,,180,,,,,16
2030,1984,19840426,50,2,1,0,,60,,,,,16
2031,1984,19840426,51,2,1,0,,120,,,,,16
2032,1984,19840426,52,2,1,0,,180,,,,,16
2033,1985,19841005,1,1,1,0,,,,,,1144,16
2034,1985,19841005,2,1,1,0,,,,,,1144,16
2035,1985,19841005,3,1,1,0,,,,,,1144,16
2036,1985,19841005,4,1,1,0,,,,,,1144,16
2037,1985,19841005,5,1,1,0,,,,,,1144,16
2038,1985,19841005,6,1,1,0,,,,,,1144,16
2039,1985,19841005,7,1,1,0,,,,,,1144,16
2040,1985,19841005,8,1,1,0,,,,,,1144,16
2041,1985,19841005,9,1,1,0,,,,,,1144,16
2042,1985,19841005,10,1,1,0,,,,,,1144,16
2043,1985,19841005,11,1,1,0,,,,,,1144,16
2044,1985,19841005,12,1,1,0,,,,,,1144,16
2045,1985,19841005,13,1,1,0,,,,,,1144,16
2046,1985,19841005,14,1,1,0,,,,,,1144,16
2047,1985,19841005,15,1,1,0,,,,,,1144,16
2048,1985,19841005,16,1,1,0,,,,,,1144,16
2049,1985,19841005,22,1,1,0,,,,,,1144,16
2050,1985,19841005,28,1,1,0,,,,,,1144,16
2051,1985,19841005,30,1,1,0,,,,,,1144,16
2052,1985,19841005,26,1,1,0,,,,,,1144,16
2053,1985,19841005,17,1,1,0,,,,,,1144,16
2054,1985,19841005,18,1,1,0,,,,,,1144,16
2055,1985,19841005,19,1,1,0,,,,,,1144,16
2056,1985,19841005,20,1,1,0,,,,,,1144,16
2057,1985,19841005,29,1,1,0,,,,,,1144,16
2058,1985,19841005,31,1,1,0,,,,,,1144,16
2059,1985,19841005,24,1,1,0,,,,,,1144,16
2060,1985,19841005,32,1,1,0,,,,,,1144,16
2061,1985,19841005,25,1,1,0,,,,,,1144,16
2062,1985,19841005,21,1,1,0,,,,,,1144,16
2063,1985,19841005,23,1,1,0,,,,,,1144,16
2064,1985,19841005,27,1,1,0,,,,,,1144,16
2065,1985,19841005,45,1,1,0,,,,,,1144,16
2066,1985,19841005,39,1,1,0,,,,,,1144,16
2067,1985,19841005,37,1,1,0,,,,,,1144,16
2068,1985,19841005,48,1,1,0,,,,,,1144,16
2069,1985,19841005,43,1,1,0,,,,,,1144,16
2070,1985,19841005,41,1,1,0,,,,,,1144,16
2071,1985,19841005,47,1,1,0,,,,,,1144,16
2072,1985,19841005,46,1,1,0,,,,,,1144,16
2073,1985,19841005,33,1,1,0,,,,,,1144,16
2074,1985,19841005,34,1,1,0,,,,,,1144,16
2075,1985,19841005,35,1,1,0,,,,,,1144,16
2076,1985,19841005,36,1,1,0,,,,,,1144,16
2077,1985,19841005,40,1,1,0,,,,,,1144,16
2078,1985,19841005,42,1,1,0,,,,,,1144,16
2079,1985,19841005,44,1,1,0,,,,,,1144,16
2080,1985,19841005,38,1,1,0,,,,,,1144,16
2081,1985,19841005,57,1,1,0,,,,,,1144,16
2082,1985,19841005,63,1,1,0,,,,,,1144,16
2083,1985,19841005,60,1,1,0,,,,,,1144,16
2084,1985,19841005,53,1,1,0,,,,,,1144,16
2085,1985,19841005,61,1,1,0,,,,,,1144,16
2086,1985,19841005,64,1,1,0,,,,,,1144,16
2087,1985,19841005,59,1,1,0,,,,,,1144,16
2088,1985,19841005,58,1,1,0,,,,,,1144,16
2089,1985,19841005,54,1,1,0,,,,,,1144,16
2090,1985,19841005,56,1,1,0,,,,,,1144,16
2091,1985,19841005,62,1,1,0,,,,,,1144,16
2092,1985,19841005,55,1,1,0,,,,,,1144,16
2093,1985,19841005,49,1,1,0,,,,,,1144,16
2094,1985,19841005,50,1,1,0,,,,,,1144,16
2095,1985,19841005,51,1,1,0,,,,,,1144,16
2096,1985,19841005,52,1,1,0,,,,,,1144,16
2097,1985,19850325,2,2,1,0,,40,,,,,16
2098,1985,19850325,3,2,1,0,,80,,,,,16
2099,1985,19850325,4,2,1,0,,80,,,,,16
2100,1985,19850325,6,2,1,0,,40,,,,,16
2101,1985,19850325,7,2,1,0,,80,,,,,16
2102,1985,19850325,8,2,1,0,,80,,,,,16
2103,1985,19850325,10,2,1,0,,40,,,,,16
2104,1985,19850325,11,2,1,0,,80,,,,,16
2105,1985,19850325,12,2,1,0,,80,,,,,16
2106,1985,19850325,14,2,1,0,,40,,,,,16
2107,1985,19850325,15,2,1,0,,80,,,,,16
2108,1985,19850325,16,2,1,0,,80,,,,,16
2109,1985,19850325,28,2,1,0,,40,,,,,16
2110,1985,19850325,30,2,1,0,,80,,,,,16
2111,1985,19850325,26,2,1,0,,80,,,,,16
2112,1985,19850325,18,2,1,0,,40,,,,,16
2113,1985,19850325,19,2,1,0,,80,,,,,16
2114,1985,19850325,20,2,1,0,,80,,,,,16
2115,1985,19850325,31,2,1,0,,40,,,,,16
2116,1985,19850325,24,2,1,0,,80,,,,,16
2117,1985,19850325,32,2,1,0,,80,,,,,16
2118,1985,19850325,21,2,1,0,,40,,,,,16
2119,1985,19850325,23,2,1,0,,80,,,,,16
2120,1985,19850325,27,2,1,0,,80,,,,,16
2121,1985,19850325,39,2,1,0,,40,,,,,16
2122,1985,19850325,37,2,1,0,,80,,,,,16
2123,1985,19850325,48,2,1,0,,80,,,,,16
2124,1985,19850325,41,2,1,0,,40,,,,,16
2125,1985,19850325,47,2,1,0,,80,,,,,16
2126,1985,19850325,46,2,1,0,,80,,,,,16
2127,1985,19850325,34,2,1,0,,40,,,,,16
2128,1985,19850325,35,2,1,0,,80,,,,,16
2129,1985,19850325,36,2,1,0,,80,,,,,16
2130,1985,19850325,42,2,1,0,,40,,,,,16
2131,1985,19850325,44,2,1,0,,80,,,,,16
2132,1985,19850325,38,2,1,0,,80,,,,,16
2133,1985,19850325,63,2,1,0,,40,,,,,16
2134,1985,19850325,60,2,1,0,,80,,,,,16
2135,1985,19850325,53,2,1,0,,80,,,,,16
2136,1985,19850325,64,2,1,0,,40,,,,,16
2137,1985,19850325,59,2,1,0,,80,,,,,16
2138,1985,19850325,58,2,1,0,,80,,,,,16
2139,1985,19850325,56,2,1,0,,40,,,,,16
2140,1985,19850325,62,2,1,0,,80,,,,,16
2141,1985,19850325,55,2,1,0,,80,,,,,16
2142,1985,19850325,50,2,1,0,,40,,,,,16
2143,1985,19850325,51,2,1,0,,80,,,,,16
2144,1985,19850325,52,2,1,0,,80,,,,,16
2145,1985,19850516,4,2,1,0,,40,,,,,16
2146,1985,19850516,8,2,1,0,,40,,,,,16
2147,1985,19850516,12,2,1,0,,40,,,,,16
2148,1985,19850516,16,2,1,0,,40,,,,,16
2149,1985,19850516,26,2,1,0,,40,,,,,16
2150,1985,19850516,20,2,1,0,,40,,,,,16
2151,1985,19850516,32,2,1,0,,40,,,,,16
2152,1985,19850516,27,2,1,0,,40,,,,,16
2153,1985,19850516,48,2,1,0,,40,,,,,16
2154,1985,19850516,46,2,1,0,,40,,,,,16
2155,1985,19850516,36,2,1,0,,40,,,,,16
2156,1985,19850516,38,2,1,0,,40,,,,,16
2157,1985,19850516,53,2,1,0,,40,,,,,16
2158,1985,19850516,58,2,1,0,,40,,,,,16
2159,1985,19850516,55,2,1,0,,40,,,,,16
2160,1985,19850516,52,2,1,0,,40,,,,,16
2161,1986,19860324,2,2,1,0,,50,,,,,16
2162,1986,19860324,3,2,1,0,,100,,,,,16
2163,1986,19860324,4,2,1,0,,100,,,,,16
2164,1986,19860324,6,2,1,0,,50,,,,,16
2165,1986,19860324,7,2,1,0,,100,,,,,16
2166,1986,19860324,8,2,1,0,,100,,,,,16
2167,1986,19860324,10,2,1,0,,50,,,,,16
2168,1986,19860324,11,2,1,0,,100,,,,,16
2169,1986,19860324,12,2,1,0,,100,,,,,16
2170,1986,19860324,14,2,1,0,,50,,,,,16
2171,1986,19860324,15,2,1,0,,100,,,,,16
2172,1986,19860324,16,2,1,0,,100,,,,,16
2173,1986,19860324,28,2,1,0,,50,,,,,16
2174,1986,19860324,30,2,1,0,,100,,,,,16
2175,1986,19860324,26,2,1,0,,100,,,,,16
2176,1986,19860324,18,2,1,0,,50,,,,,16
2177,1986,19860324,19,2,1,0,,100,,,,,16
2178,1986,19860324,20,2,1,0,,100,,,,,16
2179,1986,19860324,31,2,1,0,,50,,,,,16
2180,1986,19860324,24,2,1,0,,100,,,,,16
2181,1986,19860324,32,2,1,0,,100,,,,,16
2182,1986,19860324,21,2,1,0,,50,,,,,16
2183,1986,19860324,23,2,1,0,,100,,,,,16
2184,1986,19860324,27,2,1,0,,100,,,,,16
2185,1986,19860324,39,2,1,0,,50,,,,,16
2186,1986,19860324,37,2,1,0,,100,,,,,16
2187,1986,19860324,48,2,1,0,,100,,,,,16
2188,1986,19860324,41,2,1,0,,50,,,,,16
2189,1986,19860324,47,2,1,0,,100,,,,,16
2190,1986,19860324,46,2,1,0,,100,,,,,16
2191,1986,19860324,34,2,1,0,,50,,,,,16
2192,1986,19860324,35,2,1,0,,100,,,,,16
2193,1986,19860324,36,2,1,0,,100,,,,,16
2194,1986,19860324,42,2,1,0,,50,,,,,16
2195,1986,19860324,44,2,1,0,,100,,,,,16
2196,1986,19860324,38,2,1,0,,100,,,,,16
2197,1986,19860324,63,2,1,0,,50,,,,,16
2198,1986,19860324,60,2,1,0,,100,,,,,16
2199,1986,19860324,53,2,1,0,,100,,,,,16
2200,1986,19860324,64,2,1,0,,50,,,,,16
2201,1986,19860324,59,2,1,0,,100,,,,,16
2202,1986,19860324,58,2,1,0,,100,,,,,16
2203,1986,19860324,56,2,1,0,,50,,,,,16
2204,1986,19860324,62,2,1,0,,100,,,,,16
2205,1986,19860324,55,2,1,0,,100,,,,,16
2206,1986,19860324,50,2,1,0,,50,,,,,16
2207,1986,19860324,51,2,1,0,,100,,,,,16
2208,1986,19860324,52,2,1,0,,100,,,,,16
2209,1986,19860507,4,2,1,0,,50,,,,,16
2210,1986,19860507,8,2,1,0,,50,,,,,16
2211,1986,19860507,12,2,1,0,,50,,,,,16
2212,1986,19860507,16,2,1,0,,50,,,,,16
2213,1986,19860507,26,2,1,0,,50,,,,,16
2214,1986,19860507,20,2,1,0,,50,,,,,16
2215,1986,19860507,32,2,1,0,,50,,,,,16
2216,1986,19860507,27,2,1,0,,50,,,,,16
2217,1986,19860507,48,2,1,0,,50,,,,,16
2218,1986,19860507,46,2,1,0,,50,,,,,16
2219,1986,19860507,36,2,1,0,,50,,,,,16
2220,1986,19860507,38,2,1,0,,50,,,,,16
2221,1986,19860507,53,2,1,0,,50,,,,,16
2222,1986,19860507,58,2,1,0,,50,,,,,16
2223,1986,19860507,55,2,1,0,,50,,,,,16
2224,1986,19860507,52,2,1,0,,50,,,,,16
2225,1987,19860903,5,4,0,1,88.3,,,,,,15
2226,1987,19860903,6,4,0,1,88.3,,,,,,15
2227,1987,19860903,7,4,0,1,88.3,,,,,,15
2228,1987,19860903,8,4,0,1,88.3,,,,,,15
2229,1987,19860903,9,4,0,1,176.6,,,,,,15
2230,1987,19860903,10,4,0,1,176.6,,,,,,15
2231,1987,19860903,11,4,0,1,176.6,,,,,,15
2232,1987,19860903,12,4,0,1,176.6,,,,,,15
2233,1987,19860903,13,4,0,1,265,,,,,,15
2234,1987,19860903,14,4,0,1,265,,,,,,15
2235,1987,19860903,15,4,0,1,265,,,,,,15
2236,1987,19860903,16,4,0,1,265,,,,,,15
2237,1987,19860903,17,4,0,1,88.3,,,,,,15
2238,1987,19860903,18,4,0,1,88.3,,,,,,15
2239,1987,19860903,19,4,0,1,88.3,,,,,,15
2240,1987,19860903,20,4,0,1,88.3,,,,,,15
2241,1987,19860903,29,4,0,1,176.6,,,,,,15
2242,1987,19860903,31,4,0,1,176.6,,,,,,15
2243,1987,19860903,24,4,0,1,176.6,,,,,,15
2244,1987,19860903,32,4,0,1,176.6,,,,,,15
2245,1987,19860903,25,4,0,1,265,,,,,,15
2246,1987,19860903,21,4,0,1,265,,,,,,15
2247,1987,19860903,23,4,0,1,265,,,,,,15
2248,1987,19860903,27,4,0,1,265,,,,,,15
2249,1987,19860903,43,4,0,1,88.3,,,,,,15
2250,1987,19860903,41,4,0,1,88.3,,,,,,15
2251,1987,19860903,47,4,0,1,88.3,,,,,,15
2252,1987,19860903,46,4,0,1,88.3,,,,,,15
2253,1987,19860903,33,4,0,1,176.6,,,,,,15
2254,1987,19860903,34,4,0,1,176.6,,,,,,15
2255,1987,19860903,35,4,0,1,176.6,,,,,,15
2256,1987,19860903,36,4,0,1,176.6,,,,,,15
2257,1987,19860903,40,4,0,1,265,,,,,,15
2258,1987,19860903,42,4,0,1,265,,,,,,15
2259,1987,19860903,44,4,0,1,265,,,,,,15
2260,1987,19860903,38,4,0,1,265,,,,,,15
2261,1987,19860903,61,4,0,1,88.3,,,,,,15
2262,1987,19860903,64,4,0,1,88.3,,,,,,15
2263,1987,19860903,59,4,0,1,88.3,,,,,,15
2264,1987,19860903,58,4,0,1,88.3,,,,,,15
2265,1987,19860903,54,4,0,1,176.6,,,,,,15
2266,1987,19860903,56,4,0,1,176.6,,,,,,15
2267,1987,19860903,62,4,0,1,176.6,,,,,,15
2268,1987,19860903,55,4,0,1,176.6,,,,,,15
2269,1987,19860903,49,4,0,1,265,,,,,,15
2270,1987,19860903,50,4,0,1,265,,,,,,15
2271,1987,19860903,51,4,0,1,265,,,,,,15
2272,1987,19860903,52,4,0,1,265,,,,,,15
2273,1987,19870514,2,2,1,0,,80,,,,,16
2274,1987,19870514,3,2,1,0,,160,,,,,16
2275,1987,19870514,4,2,1,0,,240,,,,,16
2276,1987,19870514,6,2,1,0,,80,,,,,16
2277,1987,19870514,7,2,1,0,,160,,,,,16
2278,1987,19870514,8,2,1,0,,240,,,,,16
2279,1987,19870514,10,2,1,0,,80,,,,,16
2280,1987,19870514,11,2,1,0,,160,,,,,16
2281,1987,19870514,12,2,1,0,,240,,,,,16
2282,1987,19870514,14,2,1,0,,80,,,,,16
2283,1987,19870514,15,2,1,0,,160,,,,,16
2284,1987,19870514,16,2,1,0,,240,,,,,16
2285,1987,19870514,28,2,1,0,,80,,,,,16
2286,1987,19870514,30,2,1,0,,160,,,,,16
2287,1987,19870514,26,2,1,0,,240,,,,,16
2288,1987,19870514,18,2,1,0,,80,,,,,16
2289,1987,19870514,19,2,1,0,,160,,,,,16
2290,1987,19870514,20,2,1,0,,240,,,,,16
2291,1987,19870514,31,2,1,0,,80,,,,,16
2292,1987,19870514,24,2,1,0,,160,,,,,16
2293,1987,19870514,32,2,1,0,,240,,,,,16
2294,1987,19870514,21,2,1,0,,80,,,,,16
2295,1987,19870514,23,2,1,0,,160,,,,,16
2296,1987,19870514,27,2,1,0,,240,,,,,16
2297,1987,19870514,39,2,1,0,,80,,,,,16
2298,1987,19870514,37,2,1,0,,160,,,,,16
2299,1987,19870514,48,2,1,0,,240,,,,,16
2300,1987,19870514,41,2,1,0,,80,,,,,16
2301,1987,19870514,47,2,1,0,,160,,,,,16
2302,1987,19870514,46,2,1,0,,240,,,,,16
2303,1987,19870514,34,2,1,0,,80,,,,,16
2304,1987,19870514,35,2,1,0,,160,,,,,16
2305,1987,19870514,36,2,1,0,,240,,,,,16
2306,1987,19870514,42,2,1,0,,80,,,,,16
2307,1987,19870514,44,2,1,0,,160,,,,,16
2308,1987,19870514,38,2,1,0,,240,,,,,16
